"","ID","date","beepo","mood","arousal","valence","activity","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.finance","appCat.game","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","appCat.weather"
"1","1",2014-03-21,1,6,-1.03776767783365,-1.28745607953339,-1.00283421600097,-0.391197164769954,-0.244834451811987,0.122734566910905,-0.365997935063457,-0.239798490220297,0.945175477996885,-0.107009183446208,0.204537245459243,-0.114937085603609,0.303624726802342,-0.107472237406511,-0.102064033193666,4.88599843097187,-0.0909304994783639
"2","1",2014-03-21,2,6,0.133619998082296,-1.28745607953339,-0.691943064093514,-0.391197164769954,-0.244834451811987,0.358381174501731,2.5944546796346,0.641230904820983,0.501739781933511,-0.107009183446208,0.0970996776259693,0.540046641192262,1.98859693849915,0.312812700275545,-0.102064033193666,1.12188190767114,-0.0909304994783639
"3","1",2014-03-21,3,7,1.30500767399824,0.556536353263378,3.13661472585357,2.99110660348653,-0.244834451811987,0.508177330234397,0.423553688678514,-0.0594368194203465,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.176331782918368,2.7515144511917,4.51381715206009,-0.102064033193666,1.69791826395314,-0.0909304994783639
"4","1",2014-03-21,4,6.20053523950734,-0.621102602903186,-1.03546387818739,0.37510826564525,0.454378777294166,-0.244834451811987,-0.0969781435965934,0.903531902293553,0.188435358967257,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.121252007767086,0.641779724293766,-0.107472237406511,-0.102064033193666,1.03666321269523,-0.0909304994783639
"5","1",2014-03-21,5,6,0.71931383604027,-1.28745607953339,-0.171827263157106,0.454378777294166,-0.244834451811987,0.617260557647384,1.52900694890784,-0.182774947438358,-0.111760516543462,-0.107009183446208,-0.0433444320672576,0.557844481278949,0.121819504851571,-0.107472237406511,-0.102064033193666,1.27689945018269,-0.0909304994783639
"6","1",2014-03-22,1,7,1.30500767399824,0.556536353263378,-0.327418787766132,-0.391197164769954,-0.244834451811987,-0.184064139737525,-0.34418382090179,-0.239798490220297,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.0515489209680554,-0.280497900526819,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"7","1",2014-03-22,2,7,1.30500767399824,0.556536353263378,1.1935587980842,-0.391197164769954,-0.244834451811987,-0.0945094888017984,0.5446075238161,-0.239798490220297,0.598842489100673,-0.107009183446208,-0.0433444320672576,-0.135506664499347,-0.00166966445543596,0.0979753102607771,-0.102064033193666,0.282782241824982,-0.0909304994783639
"8","1",2014-03-22,3,7,1.30500767399824,0.556536353263378,1.22122607122176,-0.391197164769954,-0.244834451811987,0.0198120245165419,1.0551423589022,-0.239798490220297,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.121217873052689,-0.0120332007136677,-0.107472237406511,-0.102064033193666,0.407494264309576,-0.0909304994783639
"9","1",2014-03-22,4,6,-1.03776767783365,-0.847880707710072,1.39348447362016,2.14553066142241,1.29833373201543,-0.0344383479571774,0.204276940837695,-0.096527299541272,-0.111760516543462,-0.107009183446208,-0.0433444320672576,0.121247830253323,-0.270005301953872,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"10","1",2014-03-22,5,5,1.30500767399824,-3.13144851233016,-0.342975029330296,-0.391197164769954,-0.244834451811987,-0.124734487713949,1.94113237128089,-0.239798490220297,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.0943538528221127,-0.219082676195933,-0.107472237406511,-0.102064033193666,1.01889299589917,-0.0909304994783639
"11","1",2014-03-23,1,6.34864689299339,-0.158523911358188,-0.799337497531937,-0.503773016143686,-0.391197164769954,-0.244834451811987,-0.0796164343414482,1.78973651742326,-0.239798490220297,1.35162448317054,-0.107009183446208,-0.0433444320672576,0.0296780454114619,0.58975252625794,-0.107472237406511,-0.102064033193666,0.407316206025046,-0.0909304994783639
"12","1",2014-03-23,2,7,-0.452073839875678,0.556536353263378,-0.836472223798648,-0.391197164769954,-0.244834451811987,-0.10678380593793,-0.23723756184908,-0.239798490220297,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.108082834952656,-0.234791403644121,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"13","1",2014-03-23,3,8,1.30500767399824,0.556536353263378,0.442999363659593,-0.391197164769954,-0.244834451811987,0.0100745077561332,1.95406346442714,-0.239798490220297,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.0998700226686961,-0.283873634316901,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"14","1",2014-03-23,4,6.38153812061755,-0.0236432996070112,-0.731243866963548,-0.54017643027406,-0.391197164769954,-0.244834451811987,-0.055144869476187,-0.134605073571329,-0.233614696597487,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.140524467515731,-0.0302024928112306,-0.107472237406511,-0.102064033193666,-0.128389948810977,4.23517019783836
"15","1",2014-03-23,5,6,0.71931383604027,-0.365459863135007,0.883687777810684,-0.391197164769954,-0.244834451811987,0.263635290561768,0.37953713156762,-0.101142116728503,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.135438395070552,-0.0511290252686175,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"16","1",2014-03-24,1,6,1.30500767399824,-1.28745607953339,-0.924014907026919,-0.391197164769954,-0.244834451811987,0.0181254213885831,3.22196845238357,1.2507751796394,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.114916604774971,1.50948242746337,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"17","1",2014-03-24,2,6,2.47639534991419,-1.28745607953339,-0.472372557575609,-0.391197164769954,-0.244834451811987,-0.051361167220872,3.06501592015134,-0.239798490220297,0.395499979751661,-0.107009183446208,-0.0365568600922313,-0.0173391101992068,1.43961445958562,-0.107472237406511,-0.102064033193666,2.87488352469439,-0.0909304994783639
"18","1",2014-03-24,3,6,2.47639534991419,-1.28745607953339,0.71478564282399,0.454378777294166,-0.244834451811987,-0.135961472171776,-0.340533019339803,-0.239798490220297,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.128297412818663,0.0203999913608566,2.20449419466602,-0.102064033193666,0.0508079087397025,-0.0909304994783639
"19","1",2014-03-24,4,5,-1.03776767783365,-3.13144851233016,-0.0163100810325388,5.52783442967889,-0.244834451811987,0.00570751177835431,1.09870543996183,-0.230524334988074,0.530904310301426,-0.107009183446208,-0.0433444320672576,-0.128686548562791,-0.0840348871191116,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"20","1",2014-03-24,5,7,0.133619998082296,0.556536353263378,-0.607016755631247,1.29995471935829,-0.244834451811987,-0.144497517439878,1.85847709980786,-0.239798490220297,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.107768795580202,0.997596145293678,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"21","1",2014-03-25,1,6,1.30500767399824,-1.28745607953339,-0.842691947683371,-0.391197164769954,-0.244834451811987,0.269073956925325,8.22976324674092,0.0219734070007031,-0.111760516543462,-0.107009183446208,-0.0433444320672576,0.145620016332906,2.37227070587005,-0.107472237406511,-0.102064033193666,2.5150989549737,-0.0909304994783639
"22","1",2014-03-25,2,6.49390877735383,0.0903284768514684,-0.534058191515801,0.628441146633756,-0.391197164769954,1.29833373201543,-0.143434770880173,2.75200120162413,-0.239798490220297,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.100088484840838,-0.123003325493304,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"23","1",2014-03-25,3,7,1.30500767399824,0.556536353263378,0.30446183796877,-0.391197164769954,-0.244834451811987,-0.202262254872865,-0.531922906124033,-0.239798490220297,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.190279227221054,-0.304034173555784,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"24","1",2014-03-25,4,6.56855009826262,0.0740179862315885,-0.458281417214324,0.320060126498864,-0.391197164769954,-0.244834451811987,0.124517709611844,1.17003530672927,-0.212063531037158,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.128283758932905,0.367455260165754,-0.107472237406511,0.601604406521567,1.19691566877195,-0.0909304994783639
"25","1",2014-03-25,5,7,0.133619998082296,-0.365459863135007,-0.842639908235375,-0.391197164769954,-0.244834451811987,-0.147830160850005,0.769078169190522,-0.239798490220297,1.33985752317008,-0.107009183446208,-0.0433444320672576,0.542422417314305,-0.129106129231978,-0.107472237406511,3.31811837282288,-0.128389948810977,-0.0909304994783639
"26","1",2014-03-26,1,7,-2.2091553537496,0.556536353263378,-0.964886684301108,-0.391197164769954,-0.244834451811987,0.125897657625629,2.83198032569605,0.0485938095378243,0.972418181952116,-0.107009183446208,-0.0433444320672576,-0.101194449587307,1.98505191517938,-0.107472237406511,-0.102064033193666,0.465701517522331,-0.0909304994783639
"27","1",2014-03-26,2,6,0.133619998082296,-1.28745607953339,-0.187201763750765,-0.391197164769954,-0.244834451811987,0.137509989118463,0.678264160986773,0.684781514923236,-0.111760516543462,-0.107009183446208,-0.0433444320672576,0.157969956001804,3.32706868173094,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"28","1",2014-03-26,3,7,1.30500767399824,0.556536353263378,-0.353187566200417,-0.391197164769954,-0.244834451811987,-0.0492283727892204,1.17064334785715,-0.239798490220297,0.568464176893169,-0.107009183446208,-0.0433444320672576,-0.100286466184342,-0.238757136587187,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"29","1",2014-03-26,4,6,1.30500767399824,-1.28745607953339,1.88133713574796,-0.391197164769954,-0.244834451811987,-0.158693702209551,1.7057974616361,-0.239798490220297,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.14235408820742,0.0188646526559334,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"30","1",2014-03-26,5,7,-1.03776767783365,0.556536353263378,-0.376125772950919,-0.391197164769954,-0.244834451811987,-0.182676079154582,-0.0432226235568438,-0.239798490220297,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.0999178112688522,0.598044360944899,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"31","1",2014-03-27,1,7,0.133619998082296,-0.365459863135007,-0.986788479967354,-0.391197164769954,1.29833373201543,7.55959972721877,2.1880315589315,0.0734947858441742,1.09602183628365,-0.107009183446208,-0.0433444320672576,-0.142360915150299,0.878345918764784,-0.107472237406511,-0.102064033193666,0.140264390887418,-0.0909304994783639
"32","1",2014-03-27,2,6.78202240058998,0.015237169980017,-0.231124986597964,1.67519637942902,-0.391197164769954,-0.244834451811987,0.34432371466466,2.19698866899191,-0.174922389250505,-0.111760516543462,-0.107009183446208,0.285309351962056,-0.113667274228034,-0.231321806352428,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"33","1",2014-03-27,3,7,1.30500767399824,0.556536353263378,3.18495369779237,1.29995471935829,-0.244834451811987,-0.133469290926423,-0.384668374402154,-0.20412807194175,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.12845443250489,-0.260268639795686,-0.107472237406511,-0.102064033193666,0.567835749528561,-0.0909304994783639
"34","1",2014-03-27,4,7,-1.03776767783365,0.556536353263378,0.361162336064333,-0.391197164769954,-0.244834451811987,-0.181193912769406,0.315692813139316,-0.239798490220297,-0.111760516543462,-0.107009183446208,-0.0433444320672576,0.0229603336180979,-0.304034173555784,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"35","1",2014-03-27,5,6.84551756921373,-0.020380570816226,-0.175452458290808,0.619818540859827,-0.391197164769954,-0.244834451811987,-0.108661865698019,1.81337475496859,0.528304516711089,1.31170448133516,-0.107009183446208,0.0394301209185531,-0.190279227221054,-0.035068309689388,0.153097264545776,-0.102064033193666,2.09448967525766,-0.0909304994783639
"36","1",2014-03-28,1,6.86265287633759,-0.0306337649566894,-0.164059047661426,-0.999365877808706,-0.391197164769954,-0.244834451811987,-0.0680795497417837,-0.540920892898923,-0.0359896794001936,-0.111760516543462,-0.107009183446208,-0.0433444320672576,-0.121709412940009,-0.304034173555784,-0.107472237406511,-0.102064033193666,-0.128389948810977,-0.0909304994783639
"37","1",2014-03-28,2,5.5,-0.452073839875678,-1.28745607953339,-0.62791095936671,-0.391197164769954,-0.244834451811987,-0.122738795701069,-0.454203497924457,-0.233622372607446,-0.111760516543462,-0.107009183446208,-0.0433444320672576,0.0771457792521733,-0.168785248404082,1.09908119995277,-0.102064033193666,3.22183009210049,-0.0909304994783639
