"","date","ID","mood","arousal","valence","activity","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.finance","appCat.game","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","appCat.weather"
"199",2014-03-29,"12",6.75,1,1,0.113575069427928,5,0,6411.279,1318.068,1001.059,0,0,0,51.707,1067.53,101.118,60.299,8.12,0
"200",2014-03-29,"13",7.2,-1.8,1,0.336901288366806,0,0,200.035,5456.888,855.474,0,0,0,117.574,574.579,0,0,43.997,0
"201",2014-03-29,"14",8,-0.25,1.25,0.165642870939481,1,1,3150.464,1853.369,11.45,155.061,0,0,33.428,821.441,0,0,0,0
"202",2014-03-29,"15",7,-1.2,0.8,0.362619047619048,10,0,276.989,93.791,0,0,0,9.039,10.032,205.592,0,0,0,0
"203",2014-03-29,"16",6,-0.5,0.5,0.247213254831539,2,2,146.326,155.086,1473.609,19.119,0,0,8.057,93.962,0,0,0,0
"204",2014-03-29,"17",6.8,0.6,0.6,0.197829882351318,8,1,580.565,1262.771,1680.342,21.08,0,0,45.154,1439.224,195.447,0,0,0
"205",2014-03-29,"19",7.4,0.2,1.2,0.1379542600292,10,2,608.323,962.6,85.276,0,0,0,95.584,0,0,0,0,0
"206",2014-03-29,"20",7.4,1,1,0.138139158576052,4,0,122.243,21.13,0,0,494.903,0,122.482,0,0,0,0,0
"207",2014-03-29,"23",7.25,0.25,1.5,0.437649938511988,0,0,1512.379,5129.116,671.243,0,2413.048,0,119.673,440.995,56.117,143.292,0,0
"208",2014-03-29,"25",NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"209",2014-03-29,"26",8.2,-0.2,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",2014-03-29,"27",NA,NA,NA,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"211",2014-03-29,"30",8.4,-1.4,1,0.124587866038616,2,0,762.075,8931.116,4951.746,0,0,225.147,105.207,1724.748,0,0,62.825,0
"212",2014-03-29,"31",NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"213",2014-03-29,"32",NA,NA,NA,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"214",2014-03-29,"33",NA,NA,NA,NA,10,3,0,0,0,0,0,0,0,0,0,0,0,0
"215",2014-03-30,"1",7.5,-0.5,0.75,0.0273015873015873,0,0,407.766,1211.852,1047.529,0,0,0,74.003,167.685,0,0,38.296,0
"216",2014-03-30,"2",7,-1,0.75,0.222162016768703,9,1,720.222,1110.856,1145.666,0,0,0,110.353,322.901,0,0,0,0
"217",2014-03-30,"3",8.4,-0.2,1,0.157790268797234,1,0,12.869,1223.623,2039.814,0,0,26.284,186.054,0,0,35.267,0,31.955
"218",2014-03-30,"5",6.2,-0.8,0.8,0.0600225010632805,4,0,194.232,3194.714,359.81,0,0,0,126.417,0,0,22.921,95.895,0
"219",2014-03-30,"6",7.8,0,0.8,0.199604841936775,1,4,1874.664,549.846,2056.59,0,2386.332,0,44.391,2072.094,0,0,0,4.859
"220",2014-03-30,"7",6.2,0.2,0,0.0686467883002905,2,1,2020.09,6592.028,1078.061,0,0,0,71.024,2927.911,266.05,0,0,0
"221",2014-03-30,"8",6.8,0,0.6,0.0751784499352188,0,0,9.926,218.915,0,0,0,0,43.082,506.555,0,0,0,0
"222",2014-03-30,"9",7.75,-1,1,0.0951388888888889,2,1,1402.246,3866.11,3286.052,21.601,0,4.1,41.815,502.038,0,0,4.061,50.67
"223",2014-03-30,"12",5.8,-0.2,0.25,0.0489696449027241,1,0,821.705,794.721,473.693,0,0,0,53.669,914.519,0,0,15.117,0
"224",2014-03-30,"13",6.2,-0.6,0.8,0.11267233672125,0,0,167.53,6996.329,882.878,0,0,0,1504.998,211.872,0,0,0,0
"225",2014-03-30,"14",6.5,-1,1,0.00915382971440912,1,0,26314.186,520.243,0,0,0,0,24.286,0,0,0,0,0
"226",2014-03-30,"15",7.4,-0.8,1,0.256613756613757,5,0,434.985,235.193,0,0,0,0,0,0,0,0,0,0
"227",2014-03-30,"16",5.4,0.4,1,0.0580067920585162,4,0,163.113,100.429,6.484,0,0,0,17.101,0,0,0,0,0
"228",2014-03-30,"17",8,1,1,0.00882352941176471,0,0,131.725,322.591,0,0,0,0,32.299,112.483,86.003,0,0,0
"229",2014-03-30,"19",7,-0.4,0.8,0.0618351841028638,5,0,2999.103,933.505,0,0,0,0,50.268,0,0,0,0,0
"230",2014-03-30,"20",7.5,1,1,0.380208333333333,0,2,22.232,444.131,0,0,0,0,0,327.462,0,821.101,0,0
"231",2014-03-30,"23",7,0,1.2,0.367294730392157,1,0,815.294,5521.707,2459.658,0,784.317,0,210.147,242.964,34.179,227.414,48.304,0
"232",2014-03-30,"25",NA,NA,NA,NA,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"233",2014-03-30,"26",7.2,0,0.4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234",2014-03-30,"27",NA,NA,NA,NA,4,3,0,0,0,0,0,0,0,0,0,0,0,0
"235",2014-03-30,"30",7.6,-1.2,1,0.12016009718283,6,0,892.748,4665.377,3378.562,0,0,44.246,191.637,2183.854,258.375,98.398,46.379,1.007
"236",2014-03-30,"32",NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"237",2014-03-30,"33",NA,NA,NA,NA,4,2,0,0,0,0,0,0,0,0,0,0,0,0
"238",2014-03-31,"1",7.4,0,0.6,0.0705054808833896,6,0,2984.272,5630.079,1858.49,41.255,51.176,0,268.554,1489.419,183.381,29.29,234.442,0
"239",2014-03-31,"2",7.2,-0.8,0.4,0.157178316959806,14,2,1142.195,2481.322,354.965,0,0,0,81.741,2038.631,0,0,0,0
"240",2014-03-31,"3",7.4,0.4,0.6,0.0836335845955087,3,1,2044.996,4412.685,1699.468,77.491,0,0,98.786,0,0,0,5.16,0
"241",2014-03-31,"5",6.8,-0.4,1,0.0567658231934989,2,0,155.359,730.082,1730.188,0,0,0,122.04,0,0,255.71,66.526,0
"242",2014-03-31,"6",7,-0.2,0.4,0.160605456891317,1,0,2017.195,2061.095,2416.332,0,0,27.522,49.306,2699.895,0,0,0,0
"243",2014-03-31,"7",4.33333333333333,-1,0,0.0433799656226127,5,1,1453.877,2585.556,3323.432,0,0,0,48.167,724.968,207.856,0,0,0
"244",2014-03-31,"8",7.6,0,1.2,0.0789346518177163,0,0,3.048,1230.323,20.184,0,0,0,50.666,457.422,0,0,14.035,0
"245",2014-03-31,"9",7,-0.2,0.2,0.0826388888888889,3,0,612.173,3270.309,2718.314,97.282,0,0,49.509,0,576.383,0,4.043,0
"246",2014-03-31,"12",6.4,0.4,0.4,0.0729328515075799,1,0,1068.095,629.694,411.651,11.04,11.03,17.189,47.557,939.671,772.399,0,0,0
"247",2014-03-31,"13",7,-1.2,0.6,0.367226890756302,1,0,436.635,2756.778,545.06,0,0,0,74.55,609.844,0,0,0,0
"248",2014-03-31,"14",6.75,-0.25,0.75,0.0465551757426134,4,2,3440.154,1041.851,0,0,0,0,39.337,0,0,0,0,0
"249",2014-03-31,"15",7.2,0.2,1,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0
"250",2014-03-31,"16",6,-0.25,0.333333333333333,0.134740307956026,3,7,12.349,53.071,0,0,0,0,8.153,0,0,0,0,0
"251",2014-03-31,"17",7.25,0.5,1,0.0972916073208944,0,0,537.415,1506.501,932.084,0,0,0,581.246,2770.202,8168.369,0,105.084,0
"252",2014-03-31,"19",7.2,-0.4,1,0.130815443993689,6,1,757.648,5118.803,0,0,0,0,44.667,0,238.217,0,0,0
"253",2014-03-31,"20",7,0.8,0.8,0.00625,1,3,29.641,20.709,0,0,0,0,0,0,0,0,0,0
"254",2014-03-31,"23",7.5,-0.25,1.5,0.380756498684076,1,0,2456.555,6848.371,3563.676,0,554.587,0,96.989,213.843,73.342,7.025,0,0
"255",2014-03-31,"25",NA,NA,NA,NA,12,2,0,0,0,0,0,0,0,0,0,0,0,0
"256",2014-03-31,"26",7,0.6,0.4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257",2014-03-31,"27",NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"258",2014-03-31,"28",6.5,0,0,0.0181133749724851,0,0,834.128,93.215,181.001,159.497,0,0,40.548,691.166,0,0,6.177,0
"259",2014-03-31,"29",NA,NA,NA,NA,1,4,0,0,0,0,0,0,0,0,0,0,0,0
"260",2014-03-31,"30",7.6,-0.8,1,0.234519508554321,0,0,856.406,9438.066,1383.156,0,0,0,251.44,1008.71,51.068,185.751,41.77,0
"261",2014-03-31,"31",NA,NA,NA,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"262",2014-03-31,"32",NA,NA,NA,NA,6,1,0,0,0,0,0,0,0,0,0,0,0,0
"263",2014-03-31,"33",NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"264",2014-04-01,"1",6,0.2,0,0.118443242712736,1,0,1362.091,5798.084,931.067,547.826,234.741,92.388,121.19,4901.303,1614.621,0,493.499,0
"265",2014-04-01,"2",7.4,-0.2,0.8,0.328557640665213,3,1,3046.651,1397.198,801.049,0,0,0,186.413,191.121,345.2,0,0,0
"266",2014-04-01,"3",7.6,0.4,0.4,0.097414340146311,2,0,543.663,711.798,1626.554,58.641,0,62.49,203.234,0,0,0,0,0
"267",2014-04-01,"5",7,0,1,0.0920918745808389,0,0,511.537,2650.769,458.573,0,0,0,68.679,356.507,0,52.488,19.131,0
"268",2014-04-01,"6",7.75,0,0.75,0.225853623402472,3,0,1351.484,4034.721,775.56,0,866.915,0,56.761,2224.119,0,0,0,0
"269",2014-04-01,"7",6.6,-1,0.8,0.0800678135796674,3,8,1257.567,7334.564,4756.246,0,0,0,55.382,986.639,0,0,0,0
"270",2014-04-01,"8",7.2,-1,1,0.0682923169267707,0,0,28.205,1623.59,92.105,0,0,0,59.789,974.317,0,0,3.005,0
"271",2014-04-01,"9",7.6,0,0.6,0.0791666666666667,5,0,2282.108,4980.235,3463.464,123.632,0,0,64.097,107.098,137.18,729.504,5.071,0
"272",2014-04-01,"12",6.4,0.4,0.75,0.16127997640742,2,0,1300.774,2976.079,751.292,55.378,3.766,0,44.646,3281.521,68.079,0,0,0
"273",2014-04-01,"13",7.5,-1.5,1,0.387725468975469,3,3,3182.319,14033.229,706.467,0,0,0,136.147,4124.664,0,13.519,0,0
"274",2014-04-01,"14",6.2,0,0.4,0.052749614338489,0,0,284.667,95.12,0,0,0,0,40.202,32.446,0,0,0,0
"275",2014-04-01,"15",7.2,0.6,1,0.271825396825397,1,4,288.358,734.821,0,0,0,0,0,0,0,0,0,0
"276",2014-04-01,"16",5.8,-0.4,0.6,0.274259504862953,0,1,98.198,194.89,0,0,0,0,0,48.338,40.949,0,0,0
"277",2014-04-01,"17",7.4,0.6,1,0.146776392180804,4,2,1074.429,4033.676,2521.749,0,0,789.73,298.982,1112.984,137.781,0,9.317,0
"278",2014-04-01,"19",6.4,0,0.2,0.132772384849556,1,0,590.086,4596.284,0,0,0,0,49.427,0,0,8.822,0,0
"279",2014-04-01,"20",6.25,0,0,0,0,4,8.699,0,0,0,953.245,0,0,0,0,0,0,0
"280",2014-04-01,"23",7.5,0,2,0.571427877677878,0,0,1122.268,6554.565,659.003,0,126.497,141.805,35.653,201.21,1491.156,410.965,35.176,0
"281",2014-04-01,"25",NA,NA,NA,NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"282",2014-04-01,"26",6.6,0.4,-0.2,NA,4,2,0,0,0,0,0,0,0,0,0,0,0,0
"283",2014-04-01,"27",NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"284",2014-04-01,"28",7.5,0,0,0.126609979933453,2,0,3738.071,3027.919,11.341,72.653,456.729,0,110.383,2115.055,350.225,0,0,0
"285",2014-04-01,"29",NA,NA,NA,NA,2,3,0,0,0,0,0,0,0,0,0,0,0,0
"286",2014-04-01,"30",7.8,-1.2,1.2,0.157150081085066,6,2,4794.979,4574.087,5218.006,57.264,0,0,372.196,1174.38,28.275,169.243,29.526,0
"287",2014-04-01,"31",NA,NA,NA,0.0816353785103786,2,3,614.669,1552.151,0,0,0,0,114.025,48.926,0,0,24.093,0
"288",2014-04-01,"32",8,-1,1.5,0,4,0,259.094,1616.404,634.479,0,0,31.127,265.192,13.199,0,0,0,0
"289",2014-04-01,"33",NA,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"290",2014-04-02,"1",6.5,0.333333333333333,0.666666666666667,0.10452077730489,4,0,3682.379,8451.524,1343.376,247.777,0,90.481,541.541,3847.302,0,0,387.815,0
"291",2014-04-02,"2",6.4,-0.6,-0.2,0.275740656871561,2,0,1990.994,2867.835,513.851,0,0,0,128.744,317.901,0,0,0,0
"292",2014-04-02,"3",7.4,0.2,0.6,0.0786881382869165,2,0,854.198,820.558,1981.504,65.439,0,18.699,98.842,0,54.145,0,0,0
"293",2014-04-02,"5",7,-0.2,1,0.0577357508838443,0,0,291.616,1747.588,651.506,0,0,0,112.719,308.799,0,175.624,10.106,0
"294",2014-04-02,"6",6.8,-0.6,0.4,0.156534194117052,4,0,605.748,4491.432,2068.929,0,0,167,58.694,3386.433,22.122,0,0,0
"295",2014-04-02,"7",5.5,-1.25,0.25,0.156187453218202,13,4,4112.332,6053.763,1777.128,0,0,0,105.003,983.146,711.465,0,0,0
"296",2014-04-02,"8",6.6,-0.4,0.8,0.00725335393946225,0,0,33.864,1809.842,19.154,0,0,0,51.734,208.186,0,0,20.146,0
"297",2014-04-02,"9",6.2,0.2,0,0.0420809990662932,2,0,1321.692,698.093,1525.305,97.29,0,0,78.426,33.83,0,0,59.262,32.864
"298",2014-04-02,"12",6,-0.4,0.333333333333333,0.129617163302556,3,0,1235.47,2702.219,996.514,262.118,0,397.502,77.779,3445.896,25.71,0,0,0
"299",2014-04-02,"13",7.4,-1.2,1,0.346460748702128,0,0,390.476,10872.227,579.51,0,0,0,100.02,830.586,0,0,0,0
"300",2014-04-02,"14",7,-1,1,0.064132344394661,0,0,1588.167,160.763,0,0,0,0,21.11,71.732,0,0,0,0
"301",2014-04-02,"15",7.2,0.8,1,0.189484126984127,7,1,312.297,1317.541,0,0,0,9.064,8.031,14.121,0,0,0,0
"302",2014-04-02,"16",6.4,-0.2,1,0.030522698099143,4,0,33.043,105.761,1.014,0,0,0,0,0.725,0,0,0,0
"303",2014-04-02,"17",7.5,0.25,0.75,0.0901766647503505,1,0,1085.739,786.374,1307.465,0,0,166.794,187.99,1459.598,150.554,0,71.206,0
"304",2014-04-02,"19",7.6,-0.2,1,0.0771635548510742,3,0,565.183,1181.837,0,0,0,0,41.193,47.717,0,0,0,0
"305",2014-04-02,"20",6.5,0,0.25,0.0575396825396826,0,0,510.743,715.668,148.782,0,0,0,18.118,789.297,93.434,0,0,0
"306",2014-04-02,"23",7,0.5,1,0.388869504056242,3,1,1792.472,5315.249,4621.335,0,244.258,0,90.07,34.518,55.724,35.467,22.09,0
"307",2014-04-02,"25",NA,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"308",2014-04-02,"26",6.4,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"309",2014-04-02,"27",NA,NA,NA,0.0765625,6,4,123.876,91.233,0,0,0,0,18.264,128.539,0,0,0,0
"310",2014-04-02,"28",6.8,-0.2,0.4,0.0432156771266439,2,0,2333.48,2724.062,884.173,274.499,63.557,0,104.937,3628.747,160.134,0,580.748,45.055
"311",2014-04-02,"29",8.5,0.25,1.5,0.153581321405201,0,2,222.425,922.345,7.023,0,0,375.103,170.449,2182.87,0,0,14.126,0
"312",2014-04-02,"30",7.6,-0.6,0.6,0.159624127180729,0,0,790.089,3962.532,3561.647,13.048,0,0,910.432,1243.792,0,298.254,13.581,0
"313",2014-04-02,"31",6.66666666666667,0,0.666666666666667,0.234817017504906,1,0,1487.317,1087.387,166.22,58.169,0,0,87.498,289.003,0,0,160.14,0
"314",2014-04-02,"32",7,0,0,0.157760053081204,5,2,557.439,2087.999,2623.638,0,0,54.259,82.982,0,0,0,0,0
"315",2014-04-02,"33",NA,NA,NA,NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0
"316",2014-04-03,"1",6.4,-1.2,0,0.0469815282639966,4,0,2275.676,13252.492,1460.23,76.234,0,0,213.902,3260.979,19.082,0,136.328,0
"317",2014-04-03,"2",5.75,-0.25,0,0.302516700186303,1,0,1032.197,3620.542,332.317,0,0,0,56.132,207.021,318.294,0,0,0
"318",2014-04-03,"3",7.8,0,1,0.0836364543999837,1,0,19586.766,685.184,2093.16,72.103,0,0,91.237,0,0,20.192,29.197,0
"319",2014-04-03,"5",7.2,-1,0.8,0.0527514853351881,0,0,707.565,3026.877,251.912,0,0,0,86.589,644.762,0,0,0,0
"320",2014-04-03,"6",7.2,0,0.4,0.218358188345761,2,0,501.147,3840.145,666.217,0,9.028,0,54.772,1334.912,167.515,0,0,0
"321",2014-04-03,"7",6.2,-0.4,0.2,0.0902634767947734,5,0,799.665,2463.475,3824.514,0,0,0,45.366,671.166,265.369,0,0,0
"322",2014-04-03,"8",7,0,1.33333333333333,0.0787678856372969,0,0,36.467,2364.911,0,0,0,0,107.158,758.856,0,0,50.577,0
"323",2014-04-03,"9",7.6,0,0.6,0.18125,3,0,604.365,2862.342,2044.61,40.731,0,4.04,90.741,375.944,1508.771,80.247,1.055,0
"324",2014-04-03,"12",5.4,0.4,0,0.153869047619048,3,0,1947.103,2331.173,1031.762,0,0,848.027,40.63,3699.657,373.786,0,0,0
"325",2014-04-03,"13",7.6,-0.8,1.4,0.303966145202819,3,7,1551.368,12950.718,656.56,0,0,0,132.127,90.683,0,0,0,0
"326",2014-04-03,"14",7.4,-0.4,1,0.0679982050291381,0,0,1552.637,373.998,0,8.059,0,0,60.863,46.582,0,0,0,0
"327",2014-04-03,"15",7.2,0.6,1,0,2,0,9.976,0,0,0,0,0,0,0,0,0,0,0
"328",2014-04-03,"16",6.25,-0.5,0.333333333333333,0.0114285714285714,0,0,37.761,289.19,0,0,0,0,17.155,41.357,0,0,0,0
"329",2014-04-03,"17",7.2,0.2,1,0.124203431372549,1,1,1421.826,2381.549,2304.94,0,0,36.243,227.182,1450.005,128.398,0,20.074,0
"330",2014-04-03,"19",6.6,0,0.6,0.073077147525677,2,0,663.484,2438.167,0,0,0,0,42.374,0,0,0,0,0
"331",2014-04-03,"20",6.66666666666667,0.333333333333333,0.333333333333333,0.0641934697855751,1,0,43.258,0,0,0,0,0,11.387,0,0,0,0,0
"332",2014-04-03,"23",7,0.5,1,0.36119911974353,1,0,1972.103,8103.013,4324.915,0,633.276,0,70.19,50.619,152.775,138.92,4.011,0
"333",2014-04-03,"25",NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"334",2014-04-03,"26",6.8,-0.2,0.6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335",2014-04-03,"27",7.4,-0.4,0.6,0.0788194444444444,1,1,769.308,921.003,0,0,333.024,0,160.24,1084.116,0,0,0,0
"336",2014-04-03,"28",8,0,1.25,0.151113051366262,0,0,6659.325,2876.201,1003.647,37.822,0,0,83.416,2333.728,153.465,0,0,87.685
"337",2014-04-03,"29",7.25,-1,0.25,0.169822207880017,0,0,133.014,1869.521,0,0,0,1299.595,137.89,1491.985,90.717,0,0,0
"338",2014-04-03,"30",8,0.2,1,0.126447041219771,1,0,1380.949,3670.683,4650.591,0,0,105.028,636.729,2409.161,2.01,13.061,55.308,0
"339",2014-04-03,"31",6.6,0.6,1,0.199501656613458,3,0,500.697,883.289,126.547,19.074,0,0,161.8,76.273,0,0,42.127,0
"340",2014-04-03,"32",8,-0.25,0.5,0.113518875002816,2,1,311.777,2912.942,4929.898,0,0,58.17,113.405,0,319.217,0,0,0
"341",2014-04-03,"33",NA,NA,NA,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"342",2014-04-04,"1",6.2,0.2,0.4,0.127742649209193,2,1,1947.73,5135.85,1378.628,0,0,0,176.801,1560.949,158.241,0,128.692,0
"343",2014-04-04,"2",6.4,-1.2,0.2,0.238717568923385,5,0,1090.864,2843.81,870.612,0,0,0,148.852,56.72,0,0,0,0
"344",2014-04-04,"3",7.8,0.2,1.4,0.0871065604162596,0,3,617.093,804.091,1371.565,47.284,0,6.163,902.67,0,0,315.509,0,0
"345",2014-04-04,"5",7,-0.8,1,0.0414565235748597,3,0,1581.809,6528.133,272.731,0,0,0,245.756,237.591,0,240.52,22.511,0
"346",2014-04-04,"6",7,-0.4,0.2,0.141216931216931,0,0,871.95,3664.415,1371.666,0,1636.732,0,41.732,3445.311,549.962,0,0,0
"347",2014-04-04,"7",6.5,-0.75,0,0.0496303763440861,7,2,857.702,4951.549,1800.809,0,0,0,231.544,1312.646,51.17,150.612,363.429,0
"348",2014-04-04,"8",7.5,0.25,1.25,0.0311239725872736,2,0,168.297,863.472,0,0,0,0,34.475,1703.363,0,0,9.065,0
"349",2014-04-04,"9",7.25,-0.75,0.75,0.0753472222222222,3,1,245.808,2368.521,2314.795,7.041,175.019,0,61.001,0,275.002,0,2.032,0
"350",2014-04-04,"12",6.5,0.75,0.666666666666667,0.159303933437782,8,4,1923.767,1263.023,445.026,0,0,525.137,45.5,2270.583,1689.117,0,0,0
"351",2014-04-04,"13",7.8,-0.6,1,0.211876279367062,0,3,915.53,6739.712,392.878,0,0,0,201.698,342.946,0,0,0,0
"352",2014-04-04,"14",7.5,-1,1,0.00381944444444444,0,0,219.022,36.288,0,0,0,0,31.473,0,0,0,0,0
"353",2014-04-04,"15",7.2,0.6,1,0.163380243067743,2,0,503.229,339.687,0,0,0,0,0,236.197,0,0,0,0
"354",2014-04-04,"16",6.2,-0.2,0.8,0.136732857397576,4,4,683.315,1680.035,2216.219,20.066,0,0,27.086,301.878,9.888,0,0,0
"355",2014-04-04,"17",7,-0.6,0.8,0.170947128851541,1,1,266.793,778.973,1895.053,0,0,67.059,44.382,1153.222,0,0,0,0
"356",2014-04-04,"19",7,-0.2,0.4,0.157021153971037,11,0,1461.505,2108.626,0,0,0,0,195.699,219.406,0,0,0,0
"357",2014-04-04,"20",7,0.75,0.5,0.0157407407407407,0,0,275.829,761.82,0,75.399,546.803,0,41.504,364.033,0,0,0,0
"358",2014-04-04,"23",7.5,0.5,1.5,0.561883611838074,1,1,1124.444,7959.784,1576.449,0,101.021,0,26.226,28.116,0,13.523,0,0
"359",2014-04-04,"25",NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"360",2014-04-04,"26",6.75,0.75,0.25,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"361",2014-04-04,"27",7,1,0.2,0.139242888015421,3,5,1810.881,752.138,0,0,421.726,0,120.408,828.336,106.467,0,0,0
"362",2014-04-04,"28",5.75,-0.5,0,0.12490594575685,3,0,3474.372,5675.671,495.668,34.124,194.184,0,106.344,2740.811,236.293,11.044,163.924,57.53
"363",2014-04-04,"29",8,-1.25,0.75,0.0151262922038926,1,0,13.522,826.706,172.066,0,0,126.322,69.44,1984.26,777.9,0,0,0
"364",2014-04-04,"30",7.8,-1.2,1,0.142540313587564,3,0,1626.443,4981.265,4869.823,371.857,0,0,398.727,1455.562,73.846,71.413,122.036,0
"365",2014-04-04,"31",6.8,0.4,0.4,0.151165161579564,2,0,813.076,205.203,283.164,0,0,0,27.508,213.823,0,0,232.541,0
"366",2014-04-04,"32",8,-0.5,0.5,0.0739499212532008,1,4,314.78,3309.647,555.161,0,0,0,57.909,61.324,0,0,5.024,0
"367",2014-04-04,"33",NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"368",2014-04-05,"1",6.8,-0.4,0.6,0.159125978792725,3,0,15404.179,2977.701,76.369,0,0,0,81.133,384.325,187.945,0,118.956,0
"369",2014-04-05,"2",7.4,0,0.6,0.306047003770091,9,1,1942.597,2261.493,738.416,0,0,0,100.897,259.777,388.071,0,0,0
"370",2014-04-05,"3",7.6,1.2,1,0.127667813019044,6,0,274.122,1156.388,2367.182,0,0,106.486,60.862,0,19.696,0,0,0
"371",2014-04-05,"5",7.5,0,1,0.0982236493292592,2,0,298.478,1322.102,242.728,0,0,0,458.47,6.036,0,117.526,32.559,0
"372",2014-04-05,"6",7,-0.4,0.8,0.274006782945736,2,0,525.553,1310.977,554.448,0,0,0,81.583,2155.059,119.68,0,0,0
"373",2014-04-05,"7",6,0,0.666666666666667,0.25020247299884,9,5,2170.976,2185.845,2647.9,0,0,0,119.3,2412.157,149.298,0,1.002,0
"374",2014-04-05,"8",7.4,0.2,1.2,0.128414141414141,0,0,8.64,951.811,76.908,0,0,0,46.662,573.613,0,0,17.057,0
"375",2014-04-05,"9",7.5,0,0.75,0.117361111111111,0,0,67.091,3434.79,2439.84,0,80.992,1.012,76.697,109.2,0,0,1.007,0
"376",2014-04-05,"12",6.2,0,0.4,0.128038159368578,3,0,937.922,194.371,1291.941,39.611,4.009,0,66.791,1775.505,214.084,0,0,0
"377",2014-04-05,"13",6.8,0.2,0.8,0.157246302524535,0,0,91.818,11809.963,549.493,0,0,0,237.982,343.907,0,0,0,0
"378",2014-04-05,"14",7.4,-1.6,0.6,0.0166784369114877,0,0,1584.166,755.504,0,0,0,3.011,66.697,79.28,0,0,0,0
"379",2014-04-05,"15",7.8,1,1,0.184210526315789,4,0,25.402,0,0,0,0,0,0,0,0,0,0,0
"380",2014-04-05,"16",7,0,1,0.0850649350649351,1,0,94.172,239.666,142.025,0,0,0,15.072,20.102,0,0,0,0
"381",2014-04-05,"17",7,0.2,1,0.181388901810952,3,3,290.333,1817.375,2102.861,0,0,0,43.366,558.769,15.843,0,0,0
"382",2014-04-05,"19",8,-0.6,1.2,0.154358543777827,11,0,852.55,1377.483,0,0,360.982,0,65.382,53.37,0,0,0,0
"383",2014-04-05,"20",7,0.4,0.8,0.0754668633302354,2,0,108.754,94.521,27.475,0,422.587,0,153.896,0,0,0,0,0
"384",2014-04-05,"23",6,1,0.666666666666667,0.461556665106361,1,0,331.838,3073.888,121.543,0,422.999,0,153.283,0,0,0,0,0
"385",2014-04-05,"25",NA,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"386",2014-04-05,"26",8,1,1,NA,4,2,0,0,0,0,0,0,0,0,0,0,0,0
"387",2014-04-05,"27",7.4,-0.2,0.6,0.0513888888888889,1,1,1762.652,2304.957,0,0,210.256,0,77.463,2323.352,0,0,19.125,0
"388",2014-04-05,"28",7.6,-0.8,0.8,0.0278597907389609,0,0,2074.759,1473.532,414.386,0,304.83,0,88.969,2144.604,0,8.355,545.14,5.05
"389",2014-04-05,"29",8.2,0.8,0.8,0.164700888188092,0,8,316.413,2510.438,0,0,0,897.025,87.655,4087.579,316.994,0,0,0
"390",2014-04-05,"30",8,-0.8,1,0.0630460475197318,2,0,1062.462,1912.127,4217.107,21.149,478.826,10.073,304.675,1252.381,0,217.914,73.487,0
"391",2014-04-05,"31",7.4,0.8,0.6,0.244591247619796,5,0,1304.068,748.351,105.324,2.034,0,331.018,117.326,17.041,51.254,0,100.428,0
"392",2014-04-05,"32",8.4,1.4,1.4,0.0623570148156424,5,0,1201.34,1495.692,844.866,0,0,0,131.054,198.788,0,0,0,0
"393",2014-04-05,"33",NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"394",2014-04-06,"1",6.5,-0.75,0.5,0.0228835626290987,1,0,4328.575,2414.238,187.214,46.128,114.406,0,119.12,676.065,0,0,46.249,0
"395",2014-04-06,"2",4.5,-1,-1.25,0.222446957749983,6,0,582.52,1365.378,614.164,0,0,0,30.011,390.376,0,0,0,0
