"","ID","date","observation_day","mood","arousal","valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.finance","appCat.game","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","appCat.weather","night_physical_activity","night_screen","night_appcat_combined","MAX_inactivity_timediff","SUM_inactivity_timediff","weekday","week_of_year","appCat_total","was_na_mood","was_na_arousal","was_na_valence","was_na_activity","was_na_night_activity","mood_of_next_day","roll_mean_3","roll_mean_7"
"44",1,2014-05-04,44,7.8,0.1,1,0.0637264595103578,5347.77799987793,0,0,1027.065,3016.834,928.406,0,0,0,28.484,477.586,0,0,0,0,0.266256952722556,1610.77999949455,2513.182,1,1,7,18,5478.375,2,2,2,0,0,NA,7.63333333333333,7.45714285714286
"45",2,2014-03-17,1,6.8,0.8,0.6,0.174824750412986,7654.8880007267,4,0,1080.155,4449.314,320.024,0,0,0,40.401,75.705,0,0,0,0,0.0104466379458582,932.283999443053,705.947,6.323,6.323,1,11,5965.599,1,1,1,3,5,7.7,NA,NA
"46",2,2014-03-18,2,7.7,0.7,0.9,0.313275080976563,4398.47300100327,15,1,2557.742,3879.163,88.943,0,0,0,80.522,208.338,0,0,0,0,0.0700640490114174,2504.8810005188,2499.769,0,0,2,11,6814.708,1,1,1,0,0,6.9,NA,NA
"47",2,2014-03-19,3,6.9,0.6,0.6,0.394407033917897,7122.71599984169,3,1,1037.123,2096.074,154.147,0,0,0,89.605,47.815,526.429,0,0,0,0.0395095517954816,113.998000383377,112.923,0,0,3,12,3951.193,1,1,1,0,0,7.2,7.13333333333333,NA
"48",2,2014-03-20,4,7.2,-0.9,0.8,0.210845711282898,2110.45800113678,4,0,1246.768,1255.91,76.807,0,0,0,78.72,94.488,0,0,0,0,0.382403758434001,2669.44400072098,1890.689,0,0,4,12,2752.693,2,2,2,0,0,7.3,7.26666666666667,NA
"49",2,2014-03-21,5,7.3,-0.4,0.8,0.32008598488959,6555.79899835587,6,1,1879.635,2529.084,0,0,0,0,25.868,196.286,311.343,0,0,0,0.141838485568285,2104.19499993325,1078.916,0,0,5,12,4942.216,1,1,1,0,0,6.8,7.13333333333333,NA
"50",2,2014-03-22,6,6.8,-0.5,0.2,0.438383911967182,2820.66800141334,21,0,1202.795,606.565,48.945,0,0,0,30.975,62.451,770.355,0,0,0,0.57878166019989,5600.9950017929,3075.56,0,0,6,12,2722.086,2,2,2,0,0,6.2,7.1,NA
"51",2,2014-03-23,7,6.2,-0.6,0,0.313505695802061,3824.35600042343,8,1,793.819,1620.221,188.748,0,0,0,54.134,158.679,1086.395,0,0,0,0.0755107425373509,2304.22900032997,1048.367,0,0,7,12,3901.996,2,2,2,1,0,6.1,6.76666666666667,6.98571428571429
"52",2,2014-03-24,8,6.1,0.4,-0.4,0.197043703924053,1504.17999911308,1,0,314.97,2739.55,107.881,0,0,0,71.665,232.801,0,0,0,0,0.153441825664048,804.991000175476,817.685,0,0,1,12,3466.867,1,1,1,0,0,7.5,6.36666666666667,6.88571428571429
"53",2,2014-03-25,9,7.5,-0.9,0.9,0.31110903750879,3516.91499972344,0,0,758.5,2741.544,273.37,0,0,0,22.15,148.447,0,0,0,0,0.0657040379083563,1161.64900040626,1365.302,0,0,2,12,3944.011,2,2,2,0,0,6.9,6.6,6.85714285714286
