"","id","datetime","observation_day","mood","arousal","valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.finance","appCat.game","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","appCat.weather","night_physical_activity","night_screen","night_appcat_combined","SUM_inactivity_timediff","weekday","week_of_year","appCat_total","mood_of_next_day"
"30",1,2014-04-20,30,7.4,-0.6,0.8,0.103146169427375,4985.28300023079,0,0,454.708,3365.752,260.474,0,0,0,24.173,807.731,0,0,98.97,0,0.0487901933554107,11694.6450004578,4178.171,3.664,7,16,5011.808,7.6
"31",1,2014-04-21,31,7.6,-0.4,1,0.163265694349195,2581.87099957466,1,0,3296.833,1222.04,45.381,33.266,0,0,50.859,0,68.278,0,173.312,0,0.00918577307466197,967.635999917984,967.082,4,1,16,4889.969,7.4
"32",1,2014-04-22,32,7.4,0.2,1,0.14207786671981,10485.6589996815,2,0,1837.513,8273.227,861.763,20.183,0,0,63.16,444.339,0,0,314.659,0,0,1483.55599975586,1663.185,5,2,16,11814.844,7.2
"33",1,2014-04-23,33,7.2,-0.3,0.8,0.0623579030698004,5241.62799859047,0,0,541.845,4620.119,138.751,18.051,0,0,33.301,279.475,0,0,6.027,0,0.0168236032642812,5842.69999957084,5090.367,4,3,17,5637.569,7.5
"34",1,2014-04-24,34,7.5,-0.3,1,0.0656095349776088,10258.3609998226,1,0,223.852,5814.86,1690.649,209.937,0,0,22.684,595.967,0,0,214.89,0,0.0250645000091801,13387.5780005455,9990.736,2,4,17,8772.839,7.2
"35",1,2014-04-25,35,7.2,-0.2,0.8,0.168302003200494,10331.3259997368,1,1,610.58,6763.355,570.529,21.071,0,0,51.663,1898.492,63.316,0,347.974,0,0.0153181448575005,7109.16100072861,6180.175,4,5,17,10326.98,7.5
"36",1,2014-04-26,36,7.5,0.2,1,0.349816516485314,14072.3319993019,3,4,585.027,1327.952,125.556,27.267,0,0,39.183,2347.325,470.773,0,284.164,0,0.00655968602130118,3187.6789996624,605.347,4,6,17,5207.247,7.7
"37",1,2014-04-27,37,7.7,0.3,1,0.0435628204322123,5681.2300002575,0,0,1290.31,2379.81,1480.895,0,0,0,1056.684,27.47,0,0,32.143,0,0.0225833150392805,1395.56999993324,1568.091,3,7,17,6267.312,7.2
"38",1,2014-04-28,38,7.2,-1,0.6,0.030060843455325,10082.6819999218,2,0,964.101,4208.75,1548.438,465.253,0,0,63.537,2393.782,0,0,380.193,0,0.00183150183150183,22.4049999713898,264.083,7.966,1,17,10024.054,7
"39",1,2014-04-29,39,7,-0.2,0.8,0.156616745733108,6981.74799895286,0,0,5179.758,3454.36,1197.615,0,333.305,0,34.413,393.437,41.982,0,399.362,0,0.000941619585687382,722.05699968338,721.873,5,2,17,11034.232,7.6
"40",1,2014-04-30,40,7.6,0,0.4,0.191879926598272,4990.77600002289,1,0,704.544,2473.918,356.905,30.135,0,0,177.757,49.846,272.798,0,112.295,0,0.0129940865234983,891.457000255585,890.463,5,3,18,4178.198,6.6
"41",1,2014-05-01,41,6.6,-0.4,0.2,0.0425724028924604,9104.84899902343,6,3,1190.891,5670.733,107.431,596.024,0,28.098,44.43,1865.35,0,0,12.116,0,0.0904736676400181,7607.31299901009,6232.803,3,4,18,9515.073,7.1
"42",1,2014-05-02,42,7.1,0,0.8,0.107162985699493,10615.4700009823,0,0,604.282,5022.471,313.462,51.996,0,0,24.423,490.251,0,0,11.083,0,0.037223778400249,4164.64099931717,4369.11,3,5,18,6517.968,7.8
"43",1,2014-05-03,43,7.8,-0.3,1,0.0973899830829044,6944.98300075531,0,1,685.2,3043.998,2739.973,296.313,0,0,33.395,151.87,143.631,30.102,125.605,0,0.0108310192698378,3450.49000000954,3354.016,4,6,18,7250.087,8
"44",1,2014-05-04,44,8,-0.1,1,0.0637264595103578,5347.77799987793,0,0,1027.065,3016.834,928.406,0,0,0,28.484,477.586,0,0,0,0,0.266256952722556,1610.77999949455,2513.182,1,7,18,5478.375,NA
"45",2,2014-03-17,1,6.8,0.1,0.6,0.202277402561378,7654.8880007267,4,0,1080.155,4449.314,320.024,0,0,0,40.401,75.705,0,0,0,0,0.0119706498951782,932.283999443053,705.947,6.323,1,11,5965.599,7.9
"46",2,2014-03-18,2,7.9,0.5,0.9,0.313275080976563,4398.47300100327,15,1,2557.742,3879.163,88.943,0,0,0,80.522,208.338,0,0,0,0,0.0700640490114174,2504.8810005188,2499.769,0,2,11,6814.708,7.1
"47",2,2014-03-19,3,7.1,0.4,0.6,0.394407033917897,7122.71599984169,3,1,1037.123,2096.074,154.147,0,0,0,89.605,47.815,526.429,0,0,0,0.0395095517954816,113.998000383377,112.923,0,3,12,3951.193,7
"48",2,2014-03-20,4,7,-0.8,0.6,0.210845711282898,2110.45800113678,4,0,1246.768,1255.91,76.807,0,0,0,78.72,94.488,0,0,0,0,0.382403758434001,2669.44400072098,1890.689,0,4,12,2752.693,7.8
"49",2,2014-03-21,5,7.8,-0.8,0.8,0.32008598488959,6555.79899835587,6,1,1879.635,2529.084,0,0,0,0,25.868,196.286,311.343,0,0,0,0.141838485568285,2104.19499993325,1078.916,0,5,12,4942.216,6.2
"50",2,2014-03-22,6,6.2,-0.3,-0.2,0.438383911967182,2820.66800141334,21,0,1202.795,606.565,48.945,0,0,0,30.975,62.451,770.355,0,0,0,0.57878166019989,5600.9950017929,3075.56,0,6,12,2722.086,6.4
"51",2,2014-03-23,7,6.4,-0.6,0,0.340784898081263,3824.35600042343,8,1,793.819,1620.221,188.748,0,0,0,54.134,158.679,1086.395,0,0,0,0.0755107425373509,2304.22900032997,1048.367,0,7,12,3901.996,6.3
"52",2,2014-03-24,8,6.3,0.4,-0.2,0.197043703924053,1504.17999911308,1,0,314.97,2739.55,107.881,0,0,0,71.665,232.801,0,0,0,0,0.153441825664048,804.991000175476,817.685,0,1,12,3466.867,7.5
"53",2,2014-03-25,9,7.5,-1.1,0.7,0.31110903750879,3516.91499972344,0,0,758.5,2741.544,273.37,0,0,0,22.15,148.447,0,0,0,0,0.0657040379083563,1161.64900040626,1365.302,0,2,12,3944.011,7.3
"54",2,2014-03-26,10,7.3,-0.8,0.4,0.383968777227708,4628.54700112343,3,0,1400.713,881.113,749.843,0,0,0,34.857,1498.783,0,0,0,0,0.107299128213671,1120.47300028801,2310.082,0,3,13,4565.309,7.4
"55",2,2014-03-27,11,7.4,0.2,0.6,0.241347579388157,2768.57299971581,3,0,1818.448,1937.759,490.781,0,0,0,29.159,71.864,0,0,67.163,0,0.195996753344075,1634.89899921417,2278.433,0,4,13,4415.174,6.7
"56",2,2014-03-28,12,6.7,-0.2,0.6,0.302230786936156,2797.25699973106,2,0,397.221,1113.73,670.314,0,0,0,117.794,2487.861,0,0,0,0,0.198254478774884,3489.26399946213,2604.567,0,5,13,4786.92,6.8
"57",2,2014-03-29,13,6.8,-0.6,0.2,0.404254556597376,2924.02999711037,4,0,808.281,1647.133,275.038,0,0,0,45.715,160.95,501.644,0,0,0,0.505118175816837,1662.16699957848,18115.587,0,6,13,3438.761,7
"58",2,2014-03-30,14,7,-0.3,0.7,0.300751914886918,2854.56199932098,9,1,672.128,1090.946,1145.666,0,0,0,36.963,322.901,0,0,0,0,0.168668390377167,1263.25000071526,852.915,0,7,13,3268.604,6.6
"59",2,2014-03-31,15,6.6,-0.7,0.1,0.209083253211739,4532.64799952507,13,2,993.11,2481.322,354.965,0,0,0,67.619,249.358,0,0,0,0,0.0889944373127942,148.051999330521,141.394,0,1,13,4146.374,7.4
"60",2,2014-04-01,16,7.4,-0.2,0.8,0.335785870248786,2033.62099838257,1,1,2330.547,518.826,38.085,0,0,0,151.11,191.121,345.2,0,0,0,0.0866148481908918,197.373999595642,1952.48,0,2,13,3574.889,6.2
"61",2,2014-04-02,17,6.2,-0.4,0,0.314777195713262,5250.13800096512,1,0,1383.857,2717.409,280.302,0,0,0,117.238,254.688,0,0,0,0,0.331784820226044,2475.54799938202,2533.265,0,3,14,4753.494,6.1
"62",2,2014-04-03,18,6.1,0,0.2,0.430735662187265,4699.10000038147,0,0,970.157,3376.51,125.958,0,0,0,41.74,122.421,254.826,0,0,0,0.201682993839857,1990.45700001716,925.309,0,4,14,4891.612,6.7
"63",2,2014-04-04,19,6.7,-1.3,0.6,0.29251950278126,3168.96700072289,4,0,746.649,2737.983,0,0,0,0,135.315,54.625,0,0,0,0,0.0693739857402538,642.442000865937,674.891,0,5,14,3674.572,7.4
"64",2,2014-04-05,20,7.4,0,0.6,0.351315670635984,8733.59600138664,8,1,1319.386,1784.907,349.61,0,0,0,89.691,152.114,388.071,0,0,0,0.157381012493593,755.15299987793,1336.286,0,6,14,4083.779,5.4
"65",2,2014-04-06,21,5.4,-0.4,-0.4,0.241337799153827,1801.62099838257,5,0,323.32,958,614.164,0,0,0,20.942,222.679,0,0,0,0,0.321194902579571,3970.31900000572,1607.472,3,7,14,2139.105,6.8
"66",2,2014-04-07,22,6.8,0,0.6,0.186396126360416,6090.95299839973,1,0,1469.344,3492.184,737.916,0,0,0,92.445,1820.088,0,0,0,0,0.068464461143951,1853.65400028229,843.344,0,1,14,7611.977,6.4
"67",2,2014-04-08,23,6.4,-0.4,0.6,0.341317656455295,3102.30199956894,10,1,874.666,1760.226,193.48,0,0,0,103.245,617.675,0,0,0,0,0.0812290827907286,674.444000005722,620.889,0,2,14,3549.292,6.5
"68",2,2014-04-09,24,6.5,0,0.1,0.302460419743316,4231.05299973488,8,1,878.406,2058.193,555.675,0,0,0,40.291,234.744,0,0,0,0,0.121626221832835,1520.57000017166,893.565,0,3,15,3767.309,7.1
"69",2,2014-04-10,25,7.1,0.2,0.8,0.357462404057766,6760.60399866104,1,1,1178.171,2527.413,665.931,0,0,0,84.879,137.763,525.113,0,2.045,0,0.117897897897898,592.399000406265,590.311,0,4,15,5121.315,6.4
"70",2,2014-04-11,26,6.4,-0.4,0.4,0.512485352948011,2706.39000105858,3,1,802.239,1583.991,442.072,0,0,0,136.128,112.875,0,0,0,0,0.218816425965767,1395.22399997711,1574.528,0,5,15,3077.305,6.2
"71",2,2014-04-12,27,6.2,-0.6,0.2,0.453667514810587,2091.55200004578,2,1,1161.831,1129.694,0,0,0,0,0,132.659,0,0,6.986,0,0.329466583128777,3194.79200005531,2223.82,0,6,15,2431.17,7.2
"72",2,2014-04-13,28,7.2,-0.6,0.5,0.425565406581995,1919.66499733925,0,0,356.479,759.003,371.52,0,0,0,73.068,95.948,159.646,0,0,0,0.110354631144872,1259.7200012207,1173.181,0,7,15,1815.664,8.4
"73",2,2014-04-14,29,8.4,0,1.2,0.252161249558852,2543.65400075913,8,7,606.723,1784.89,95.772,0,0,0,21.182,56.817,0,0,84.488,0,0.0488696612177939,346.784000396729,389.266,0,1,15,2649.872,NA
"74",3,2014-03-22,1,7.5,0.9,0.8,0.179236096357449,2136.09999990463,7,0,414.434,259.634,1583.949,0,0,0,68.675,0,39.498,0,0,0,0.00954224751600135,273.899000406265,2507.405,5.216,6,12,2366.19,8
"75",3,2014-03-23,2,8,-0.3,1.4,0.0970878070426297,4343.63100004196,1,1,417.257,1335.631,1366.947,36.364,0,161.998,156.257,0,275.405,0,0,44.854,0.122885184591983,482.647999763489,481.057,4,7,12,3794.713,7.8
"76",3,2014-03-24,3,7.8,-0.6,1.4,0.140551569403273,6165.31200027466,3,0,92.246,2276.284,3851.188,105.217,0,125.325,842.979,0,0,0,5.136,0,0.0517137091448888,646.70700097084,655.305,5,1,12,7298.375,7.8
"77",3,2014-03-25,4,7.8,-0.4,1.2,0.212429256837587,3665.37200045586,6,1,1044.495,1250.146,1340.467,447.543,0,141.076,121.579,0,0,0,28.843,0,0.00501128368511881,75.7339992523193,75.3,6,2,12,4374.149,8
"78",3,2014-03-26,5,8,0.6,1,0.145845121824487,3234.95999908447,1,0,118.639,1292.779,1626.622,87.141,0,20.684,53.404,0,12.84,7.649,0,0,0,125.739999771118,125.276,7,3,13,3219.758,7.8
"79",3,2014-03-27,6,7.8,0,0.8,0.150232253537017,2933.90700101852,1,1,566.184,653.403,1614.349,0,0,13.437,60.032,0,0,0,17.49,0,0,751.016999721527,750.537,7,4,13,2924.895,7.8
"80",3,2014-03-28,7,7.8,-0.2,1.4,0.163864001154342,3165.39699816704,3,0,277.526,936.381,3335.114,0,0,46.206,246.376,0,0,0,7.045,0,0.0266534391534392,376.743000745773,374.77,5,5,13,4848.648,8.5
"81",3,2014-03-29,8,8.5,-0.3,1.5,0.256791427330681,1516.73600029945,0,1,19.31,145.878,1811.552,49.371,0,0,88.031,0,0,0,0,0,0.00418624750175553,50.0269999504089,50.011,6,6,13,2114.142,8.1
"82",3,2014-03-30,9,8.1,-0.4,1.1,0.251060921303644,3416.59799933434,1,0,12.869,1186.827,2025.191,0,0,26.284,121.437,0,0,0,0,31.955,0.00864808703092531,744.655000209809,741.12,5,7,13,3404.563,7.4
"83",3,2014-03-31,10,7.4,0.4,0.6,0.129139744914405,9184.98699998856,3,0,2027.731,4252.809,1676.682,77.491,0,0,85.652,0,0,0,5.16,0,0.00233918128654971,152.121000051498,151.303,7,1,13,8125.525,7.6
"84",3,2014-04-01,11,7.6,0.4,0.4,0.155862944234098,3178.9139995575,2,0,543.663,698.548,1626.554,58.641,0,62.49,189.739,0,0,0,0,0,0.00778998406401519,213.256999969483,213.061,6,2,13,3179.635,7.4
"85",3,2014-04-02,12,7.4,0.2,0.6,0.123476778834824,3292.09300088883,1,0,842.596,820.558,1975.193,65.439,0,18.699,44.646,0,54.145,0,0,0,0,26.8799998760223,26.745,6,3,14,3821.276,7.6
"86",3,2014-04-03,13,7.6,0,1,0.133818327039974,2092.60099983215,0,0,120.529,572.821,2057.58,52.834,0,0,72.978,0,0,0,29.197,0,0.00404040404040404,72.146999835968,19525.072,5,4,14,2905.939,7.8
"87",3,2014-04-04,14,7.8,0.2,1.4,0.139370496666015,2820.40899825096,0,3,607.014,804.091,1319.079,47.284,0,6.163,865.36,0,0,0,0,0,0,220.144999980927,218.937,6,5,14,3648.991,7.6
"88",3,2014-04-05,15,7.6,0.7,1.1,0.13499316539022,2964.6789996624,6,0,216.061,432.423,2257.933,0,0,4.064,55.765,0,0,0,0,0,0,411.035000562668,415.384,7,6,14,2966.246,7
"89",3,2014-04-06,16,7,0.1,0.8,0.0967584577924701,5410.17799901963,0,0,0,401.723,3988.236,0,0,0,1016.542,0,0,0,0,0,0.115458892400419,1017.10599923134,1018.49,4,7,14,5406.501,7.4
"90",3,2014-04-07,17,7.4,0.2,1,0.228461482535917,4835.87599992752,2,0,596.011,1787.445,2494.748,0,0,124.681,45.837,0,0,17.13,0,0,0.00815494393476044,489.247999668121,488.377,7,1,14,5065.852,7.4
"91",3,2014-04-08,18,7.4,0.4,1.2,0.153550805992382,2283.92899990082,2,1,376.932,535.06,1284.615,27.089,0,0,53.678,0,0,0,0,0,0.00340136054421769,199.768999814987,199.14,7,2,14,2277.374,7.8
"92",3,2014-04-09,19,7.8,0.6,1,0.147395573288355,1337.49100017548,0,0,23.843,648.248,771.727,0,0,1.417,64.395,0,0,0,0,0,0.0209643605870021,2191.96300005913,2191.151,6,3,15,1509.63,7.2
"93",3,2014-04-10,20,7.2,-0.1,0.8,0.172906238584311,4746.640001297,0,2,103.689,1778.979,2765.576,0,0,5.217,74.89,13.22,0,0,0,0,0,436.230999469757,435.117,7,4,15,4741.571,7.6
"94",3,2014-04-11,21,7.6,0.2,1,0.18312873967059,2864.18899917602,0,0,102.159,1507.141,1294.574,17.149,0,2.1,296.791,0,0,0,4.513,0,0,2271.62100005149,2270.891,7,5,15,3224.427,7.4
"95",3,2014-04-12,22,7.4,0.2,0.7,0.199648907878637,2403.86499929428,5,0,67.806,228.545,11279.01,0,0,0,1060.959,0,0,0,9.33,0,0.0152869892737247,2119.73200011254,21490.854,5,6,15,12645.65,7.6
"96",3,2014-04-13,23,7.6,-0.2,1,0.123343984603399,6675.55699920654,0,1,1381.068,2389.031,2621.747,0,0,0,4309.538,0,0,0,0,0,0.00601806625903011,88.9530000686645,846.208,6,7,15,10701.384,7
"97",3,2014-04-14,24,7,0,0.8,0.148634025148491,4014.86199998855,0,1,1808.078,3480.279,1128.517,0,0,8.073,55.989,0,0,0,0,0,0.00279347143753924,1076.99599957466,1278.126,6,1,15,6480.936,7.6
"98",3,2014-04-15,25,7.6,0.2,0.8,0.187254181209105,3606.5489988327,6,0,711.439,2061.452,1741.125,0,0,6.025,63.023,0,0,0,0,0,0,215.585000276566,215.193,6,2,15,4583.064,8
"99",3,2014-04-16,26,8,0.5,1,0.179571099729423,5023.58500027656,2,0,244.239,1197.056,3465.909,18.113,0,33.186,175.38,0,0,0,7.662,0,0.00672302737520129,358.23599934578,357.122,6,3,16,5141.545,7.3
"100",3,2014-04-17,27,7.3,0.1,0.8,0.20843505781727,4429.98000025749,2,2,1769.219,1409.547,1131.919,172.576,0,0,167.096,0,0,0,31.331,0,0.00676328502415459,310.981999874115,310.628,7,4,16,4681.688,7.2
"101",3,2014-04-18,28,7.2,-0.4,0.6,0.0832915177672845,3915.68800091743,3,0,1316.505,844.01,2799.03,0,0,183.844,39.189,0,0,0,7.954,0,0.0818628513018794,2297.84499931335,2534.982,4,5,16,5190.532,7.8
"102",3,2014-04-19,29,7.8,0.6,0.8,0.28579044698547,941.803000211715,4,1,117.624,697.691,32.017,0,0,0,46.442,0,69.034,0,0,0,0.00455373406193078,616.730000257492,609.154,6,6,16,962.808,7.3
"103",3,2014-04-20,30,7.3,0.2,1,0.193833951359081,2208.47699904442,3,2,489.672,417.102,879,0,0,0,23.981,0,0,225.16,0,0,0.0900731050404002,934.058000326157,932.174,5,7,16,2034.915,7.2
"104",3,2014-04-21,31,7.2,0,0.6,0.0158669492514202,2952.47000002861,3,0,723.06,73.994,1415.717,23.194,0,0,1397.028,0,156.966,0,5.461,0,0.0865832338839687,1443.65900039673,1441.293,4,1,16,3795.42,7.6
"105",3,2014-04-22,32,7.6,0.4,0.8,0.146188030756365,3427.55200052261,0,0,126.094,1795.287,2329.088,0,0,39.548,55.412,0,0,0,0,0,0,2470.51600003243,2467.361,6,2,16,4345.429,7
"106",3,2014-04-23,33,7,0.6,0.8,0.154960557366975,3801.14799976349,0,1,145.374,1424.058,2018.976,159.123,0,0,42.397,0,0,0,0,0,0.00396825396825397,65.83899974823,65.699,7,3,17,3789.928,7.5
"107",3,2014-04-24,34,7.5,-0.2,1,0.167862617142927,4646.38800024986,0,0,115.675,2602.757,1719.425,52.354,0,0,148.837,0,0,0,0,0,0.0627716559534741,471.27999997139,470.556,6,4,17,4639.048,7.3
"108",3,2014-04-25,35,7.3,-0.6,0.8,0.166938705997302,8510.78899979591,0,0,42.124,7189.338,1802.191,30.254,0,178.498,47.379,0,0,0,10.174,0,0.00289855072463768,247.216000080108,268.682,6,5,17,9299.958,7.5
"109",3,2014-04-26,36,7.5,-0.1,0.8,0.315848398255813,1320.12999939918,4,3,391.963,58.444,775.431,0,0,0,70.237,19.455,0,0,0,0,0.155345434888749,2961.87399959564,2913.992,3,6,17,1315.53,7.6
"110",3,2014-04-27,37,7.6,-1.3,1,0.069593459741775,3831.40199971199,0,0,8.94,876.223,3077.367,0,0,0,1282.474,0,160.098,0,0,0,0.0408357075023742,1559.98100042343,1997.937,6,7,17,5405.102,7
"111",3,2014-04-28,38,7,-1.4,1,0.132205584545813,3266.62800002098,1,0,118.209,2794.556,3479.855,16.065,0,0,40.669,7.876,0,5.412,13.238,0,0.058816425120773,1459.53499937057,5893.648,6,1,17,6475.88,7.6
"112",3,2014-04-29,39,7.6,-0.2,1,0.187489114735605,3151.20699882507,0,0,20.779,1787.087,978.207,23.218,0,6.506,52.965,0,0,0,0,0,0,98.5920000076295,105.484,6,2,17,2868.762,7
"113",3,2014-04-30,40,7,-1.2,1,0.143507585326449,4041.86899900436,0,0,191.088,1860.393,2001.633,0,0,0,79.101,0,0,0,16.27,0,0.00404040404040404,518.707999944687,517.659,7,3,18,4148.485,7.2
"114",3,2014-05-01,41,7.2,-0.8,1,0.1852622082072,3067.67499995231,1,0,1824.377,1083.126,2484.255,0,0,61.166,57.969,0,0,0,12.198,0,0,56.1040000915527,55.969,7,4,18,5523.091,7.9
