"","ID","date","beepo","mood","arousal","valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.finance","appCat.game","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","appCat.weather"
"475","3",2014-03-25,5,9,-2,2,0.0168067226890756,189.077999353409,0,0,0,133.055,35.171,0,0,0,12.05,0,0,0,7.624,0
"476","3",2014-03-26,1,8,0,1,0.0533019896783095,1466.1259996891,0,0,37.613,31.106,1340.478,0,0,20.684,27.332,0,0,7.649,0,0
"477","3",2014-03-26,2,8,1,0,0.0746152347555035,589.48599934578,0,0,14.338,335.415,238.528,0,0,0,0,0,0,0,0,0
"478","3",2014-03-26,3,NA,NA,NA,0.18971178048848,668.191999673843,1,0,14.528,562.321,61.43,0,0,0,15.047,0,12.84,0,0,0
"479","3",2014-03-26,4,8,1,1,0.251690635165212,1185.70300030708,0,0,18.108,356.819,708.463,87.141,0,0,12.25,0,0,0,0,0
"480","3",2014-03-26,5,9,0,2,0,76.4699997901917,0,0,34.052,9.128,6.974,0,0,0,18.051,0,0,0,0,0
"481","3",2014-03-27,1,8,0,2,0.0842095047401112,923.474000692368,2,0,57.371,284.908,538.146,0,0,0,13.176,0,0,27.282,0,0
"482","3",2014-03-27,2,6,1,-2,0.0785822021116139,234.941999435425,0,0,0,160.542,59.539,0,0,0,0,0,0,0,13.124,0
"483","3",2014-03-27,3,8,1,0,0.0896366456186995,171.594000339508,0,0,0,125.549,28.368,0,0,5.273,10.056,0,0,0,0,0
"484","3",2014-03-27,4,NA,NA,NA,0.220821854912764,1202.85800099373,0,0,55.205,124.141,998.509,0,0,8.164,14.58,0,0,0,0,0
"485","3",2014-03-27,5,9,-1,2,0.10524286354188,777.782000303268,1,1,475.76,241.02,32.366,0,0,0,22.22,0,0,0,4.366,0
"486","3",2014-03-28,1,8,-1,1,0.0546386635958829,699.157999753952,0,0,6.085,111.157,2123.872,0,0,0,7.091,0,0,36.505,7.045,0
"487","3",2014-03-28,2,NA,NA,NA,0.15484616594922,321.169999361038,3,0,112.65,101.144,196.847,0,0,6.043,0,0,0,0,0,0
"488","3",2014-03-28,3,7,1,1,0.0662534435261707,771.210999965668,0,0,0,213.08,360.76,0,0,0,195.644,0,0,0,0,0
"489","3",2014-03-28,4,9,-1,2,0.358359924101174,663.868999242783,0,0,158.791,420.516,55.294,0,0,0,27.617,0,0,0,0,0
"490","3",2014-03-28,5,8,-1,2,0.0338645603168804,760.015999794006,0,0,0,90.484,611.847,0,0,40.163,16.024,0,0,0,0,0
"491","3",2014-03-29,1,9,-1,2,0.00576539135395021,744.655000209809,0,0,0,7.05,717.676,0,0,0,16.394,0,0,0,0,0
"492","3",2014-03-29,2,8.5,-0.5,1.5,0.287852629957893,556.887999773026,0,0,13.18,114.91,620.574,0,0,0,10.247,0,0,0,0,0
"493","3",2014-03-29,3,9,0,2,0.407773386034256,644.556000709534,0,0,0,13.393,933.965,0,0,0,33.145,0,0,0,0,0
"494","3",2014-03-29,4,8,1,1,0.355466820480038,18.545000076294,0,0,0,0,5.467,0,0,0,12.858,0,0,0,0,0
"495","3",2014-03-29,5,NA,NA,NA,0.232864300181217,296.746999740601,0,1,6.13,17.575,251.546,49.371,0,0,31.781,0,0,0,0,0
"496","3",2014-03-30,1,NA,NA,NA,0.00175438596491228,152.121000051498,0,0,0,36.796,14.623,0,0,0,64.617,0,0,35.267,0,0
"497","3",2014-03-30,2,7.5,0,0,0.323810777424516,1120.27600002289,0,0,0,27.457,1006.806,0,0,0,84.272,0,0,0,0,0
"498","3",2014-03-30,3,9,-1,2,0.332582932256896,789.211999654771,0,0,0,290.082,435.17,0,0,26.284,2.084,0,0,0,0,31.955
"499","3",2014-03-30,4,9,-2,2,0.516889533780964,904.654999971389,1,0,12.869,414.046,459.261,0,0,0,13.899,0,0,0,0,0
"500","3",2014-03-30,5,9,2,1,0.0820213630558457,602.454999685288,0,0,0,455.242,123.954,0,0,0,21.182,0,0,0,0,0
"501","3",2014-03-31,1,7,-1,1,0.0438541839544441,695.685000181198,0,1,17.265,206.661,484.702,0,0,0,13.134,0,0,0,0,0
"502","3",2014-03-31,2,8,1,1,0.113266417678182,596.956999540329,0,0,0,292.978,308.209,0,0,0,28.431,0,0,0,5.16,0
"503","3",2014-03-31,3,7,0,1,0.108739177489177,2273.33799958229,0,0,821.101,90.515,193.492,0,0,0,20.239,0,0,0,0,0
"504","3",2014-03-31,4,7,2,-1,0.24798627817874,4834.7080001831,1,0,1061.26,3753.618,27.181,0,0,0,20.958,0,0,0,0,0
"505","3",2014-03-31,5,8,0,1,0.0236600676001931,997.556000471115,2,0,145.37,68.913,685.884,77.491,0,0,16.024,0,0,0,0,0
"506","3",2014-04-01,1,7.5,0.5,0,0.0655049663543579,545.350000143051,0,0,0,45.829,484.187,0,0,0,13.495,0,0,0,0,0
"507","3",2014-04-01,2,7,1,0,0.0934659788749693,471.462000131607,0,0,385.01,41.488,32.383,0,0,2.208,9.172,0,0,0,0,0
"508","3",2014-04-01,3,8,-1,1,0.169168391994479,1399.94699883461,0,0,0,270.183,1079.311,0,0,40.75,8.044,0,0,0,0,0
"509","3",2014-04-01,4,8,1,1,0.254660484883608,530.401999950409,2,0,153.475,213.002,8.162,0,0,0,161.203,0,0,0,0,0
"510","3",2014-04-01,5,NA,NA,NA,0,258.63300037384,0,0,5.178,141.296,22.511,58.641,0,19.532,11.32,0,0,0,0,0
"511","3",2014-04-02,1,8,1,1,0.057772332836,497.615999937058,1,0,65.076,52.566,248.143,23.106,0,0,54.196,0,54.145,0,0,0
"512","3",2014-04-02,2,7,-1,1,0.0677560231183845,375.613000392914,1,0,87.428,260.304,13.319,0,0,0,13.29,0,0,0,0,0
"513","3",2014-04-02,3,7,1,0,0.0892623716153128,797.440999746323,0,0,701.694,58.193,527.341,0,0,0,8.059,0,0,0,0,0
"514","3",2014-04-02,4,8,1,1,0.205925009451146,1048.85400032997,0,0,0,330.493,742.533,0,0,0,10.068,0,0,0,0,0
"515","3",2014-04-02,5,7,-1,0,0.0354723707664884,644.716000318527,0,0,0,119.002,450.168,42.333,0,18.699,13.229,0,0,0,0,0
"516","3",2014-04-03,1,7,-1,1,0.0401515151515152,776.878999948501,1,0,19483.828,196.718,489.931,19.269,0,0,18.259,0,0,20.192,0,0
"517","3",2014-04-03,2,8,0,1,0.130234159779614,265.374000072479,0,0,4.061,180.804,16.25,0,0,0,32.74,0,0,0,29.197,0
"518","3",2014-04-03,3,NA,NA,NA,0.0676244879118343,630.712000131607,0,0,98.877,105.575,402.431,22.357,0,0,0,0,0,0,0,0
"519","3",2014-04-03,4,8,1,1,0.251638530287984,195.033999919892,0,0,0,125.069,841.756,15.381,0,0,31.158,0,0,0,0,0
"520","3",2014-04-03,5,8,0,1,0.0589883966143764,444.7469997406,0,0,0,77.018,342.792,15.096,0,0,9.08,0,0,0,0,0
"521","3",2014-04-04,1,8,-1,2,0.0513542504692947,1261.98400044441,0,1,154.159,21.464,366.69,0,0,0,144.915,0,0,315.509,0,0
"522","3",2014-04-04,2,7,0,1,0.0832026203705118,239.598999738693,0,0,0,121.437,15.478,0,0,0,719.43,0,0,0,0,0
"523","3",2014-04-04,3,8,1,1,0.0959813203976129,282.716000318527,0,2,59.62,33.59,184.295,0,0,0,12.058,0,0,0,0,0
"524","3",2014-04-04,4,8,0,1,0.26177878558831,704.356998682022,0,0,403.314,616.915,87.749,47.284,0,0,18.117,0,0,0,0,0
"525","3",2014-04-04,5,8,1,2,0.0504727550964638,742.787999629974,0,0,0,10.685,717.353,0,0,6.163,8.15,0,0,0,0,0
"526","3",2014-04-05,1,NA,NA,NA,0.0865941693003143,1017.10599923134,0,0,58.061,723.965,109.249,0,0,102.422,5.097,0,19.696,0,0,0
"527","3",2014-04-05,2,7.5,0.5,0.5,0.244873513542354,574.137000083923,0,0,0,7.058,554.711,0,0,0,12.033,0,0,0,0,0
"528","3",2014-04-05,3,8,2,1,0.254182754182754,203.920999526978,0,0,3.019,168.675,17.363,0,0,4.064,10.427,0,0,0,0,0
"529","3",2014-04-05,4,7,2,1,0.0921794004958305,1651.76700019836,1,0,9.346,44.62,1583.733,0,0,0,13.082,0,0,0,0,0
"530","3",2014-04-05,5,8,1,2,0.0837301587301588,534.853999853134,5,0,203.696,212.07,102.126,0,0,0,20.223,0,0,0,0,0
"531","3",2014-04-06,1,NA,NA,NA,0.00611620795107033,489.247999668121,0,0,0,282.636,174.596,0,0,0,8.051,0,0,23.094,0,0
"532","3",2014-04-06,2,7.5,0.5,1.5,0.0216690449764812,849.481999874116,0,0,0,0,838.223,0,0,0,11.186,0,0,0,0,0
"533","3",2014-04-06,3,6,0,0,0.177076751467572,2780.36299991608,0,0,0,1.047,1793.816,0,0,0,985.243,0,0,0,0,0
"534","3",2014-04-06,4,NA,NA,NA,0.266630116959064,592.758999824525,0,0,0,270.756,311.865,0,0,0,8.063,0,0,0,0,0
"535","3",2014-04-06,5,6.5,0,0.5,0.0184163755592327,1187.57399940491,0,0,0,129.92,1044.332,0,0,0,12.05,0,0,0,0,0
"536","3",2014-04-07,1,7.5,0,1,0.0497328175899605,928.451000213623,0,0,7.125,7.066,733.461,88.197,0,0,26.245,0,0,65.634,0,0
"537","3",2014-04-07,2,8,1,1,0.523359830418654,181.130999803543,2,0,54.522,121.036,29.553,0,0,0,9.107,0,0,0,0,0
"538","3",2014-04-07,3,7,0,1,0.0947393294934279,3145.28599977493,0,0,433.14,1047.149,1675.916,0,0,0,13.069,0,0,0,0,0
"539","3",2014-04-07,4,7,0,1,0.192068679323581,162.951999902725,0,0,101.224,89.547,21.431,0,0,0,13.326,0,0,0,0,0
"540","3",2014-04-07,5,NA,NA,NA,0.143412384716732,617.825000047683,0,0,0,522.647,53.451,0,0,124.681,10.335,0,0,17.13,0,0
"541","3",2014-04-08,1,7,1,1,0.0778432914046122,2457.17499995232,0,0,496.598,156.487,264.13,0,0,1494.864,33.019,0,0,11.128,0,0
"542","3",2014-04-08,2,8,0,1,0.10752509420221,859.841000080109,1,1,348.302,233.824,264.395,0,0,0,11.616,0,0,0,0,0
"543","3",2014-04-08,3,7,0,1,0.114128352490421,335.452999830246,0,0,0,159.095,140.739,27.089,0,0,6.138,0,0,0,0,0
"544","3",2014-04-08,4,7,1,1,0.249020634364602,154.557000160217,1,0,12.434,116.068,17.268,0,0,0,8.076,0,0,0,0,0
"545","3",2014-04-08,5,8,0,2,0.0485998650472335,668.865999937058,0,0,16.196,17.89,621.105,0,0,0,12.064,0,0,0,0,0
"546","3",2014-04-09,1,7,1,1,0.0539772727272728,500.970999717712,0,0,0,138.751,229.926,31.735,0,14.853,33.821,0,0,50.254,0,0
"547","3",2014-04-09,2,8,1,1,0.107763532763533,153.6859998703,0,0,0,297.589,20.443,0,0,0,10.624,0,0,0,0,0
"548","3",2014-04-09,3,8,1,1,0.0722222222222223,116.061999797821,0,0,0,98.615,1.324,0,0,0,15.825,0,0,0,0,0
"549","3",2014-04-09,4,8,0,1,0.318429298864081,644.509000539779,0,0,23.843,178.289,440.614,0,0,0,0,0,0,0,0,0
"550","3",2014-04-09,5,8,0,1,0.0226537216828479,358.493999719619,0,0,0,50.621,292.053,0,0,1.417,14.15,0,0,0,0,0
"551","3",2014-04-10,1,7,1,1,0.063369222087553,2702.9580001831,0,1,7.144,73.499,361.164,0,0,0,20.202,0,0,2239.937,0,0
"552","3",2014-04-10,2,7,0,1,0.177719545790499,1892.17400026321,0,0,0,807.974,1063.261,0,0,0,18.121,0,0,0,0,0
"553","3",2014-04-10,3,7,0,1,0.0938163431945229,1033.10300040245,0,0,0,123.203,909.175,0,0,0,0,0,0,0,0,0
"554","3",2014-04-10,4,NA,NA,NA,0.278365767611244,1201.28999996185,0,0,0,765.246,421.835,0,0,0,13.521,0,0,0,0,0
"555","3",2014-04-10,5,8,0.5,1,0.0611526479750779,188.736000537872,0,1,96.545,9.057,20.893,0,0,5.217,43.248,13.22,0,0,0,0
"556","3",2014-04-11,1,7.5,0.5,1,0.0615683001472215,2654.31100010872,0,0,20.372,191.757,2337.261,0,0,7.06,68.516,0,0,28.343,0,0
"557","3",2014-04-11,2,7,0,1,0.102777777777778,648.955998897553,0,0,10.158,567.145,45.881,0,0,0,19.222,0,0,0,4.513,0
"558","3",2014-04-11,3,8,0,1,0.185299869621903,1261.05500030518,0,0,6.228,370.689,698.039,17.149,0,0,167.885,0,0,0,0,0
"559","3",2014-04-11,4,8,0,1,0.152189218921892,232.848999977112,0,0,65.401,74.368,24.417,0,0,2.1,69.511,0,0,0,0,0
"560","3",2014-04-11,5,NA,NA,NA,0.274964599263665,186.75,0,0,0,494.939,22.891,0,0,0,28.958,0,0,0,0,0
"561","3",2014-04-12,1,NA,NA,NA,0.00451354969427258,88.9530000686645,1,0,19409.253,1.103,775.716,0,0,0,11.518,0,0,21.096,0,0
"562","3",2014-04-12,2,8,0,1,0.126449568500539,801.330999851227,0,0,0,33.229,914.775,0,0,0,8.16,0,0,0,0,0
"563","3",2014-04-12,3,NA,NA,NA,0.432387522718,850.250999927521,0,0,0,105.081,1679.869,0,0,0,12.502,0,0,0,9.33,0
"564","3",2014-04-12,4,7,1,1,0.439407448174647,127.430999755859,5,0,64.65,88.226,4.195,0,0,0,1018.17,0,0,0,0,0
"565","3",2014-04-12,5,NA,NA,NA,0,624.851999759674,0,0,3.156,2.009,8680.171,0,0,0,22.127,0,0,0,0,0
"566","3",2014-04-13,1,NA,NA,NA,0.00209510357815443,1076.99599957466,1,0,10.393,2.021,596.187,0,0,643.756,25.769,0,0,0,0,0
"567","3",2014-04-13,2,7,0,1,0.0470416236670107,367.389999866485,0,0,6.089,251.275,96.118,0,0,0,13.346,0,0,0,0,0
"568","3",2014-04-13,3,8,1,1,0.148467432950192,3370.28699994087,0,0,1177.318,1038.004,902.58,0,0,0,4280.902,0,0,0,0,0
"569","3",2014-04-13,4,8,0,1,0.315258485447413,766.141999721527,0,1,8.18,438.202,309.301,0,0,0,10.073,0,0,0,0,0
"570","3",2014-04-13,5,7,0,1,0.105952380952381,2171.73799967766,0,0,189.481,661.55,1313.748,0,0,0,5.217,0,0,0,0,0
"571","3",2014-04-14,1,7,0,1,0.047014687100894,617.121999979019,0,0,16.179,126.476,365.004,28.19,0,8.073,2.019,41.365,0,11.226,17.303,0
"572","3",2014-04-14,2,6,0,0,0.0985125985125986,116.068999767303,0,0,3.262,2267.452,13.621,0,0,0,8.207,0,0,0,0,0
"573","3",2014-04-14,3,7,0,1,0.0306734263953515,962.489000082016,0,1,512.465,588.372,158.234,0,0,0,0,0,0,0,0,0
"574","3",2014-04-14,4,7,0,1,0.359406571005317,2422.61700034141,0,0,1234.574,561.447,591.5,0,0,0,29.735,0,0,0,0,0
"575","3",2014-04-14,5,8,0,1,0.0665187814256137,112.150000095368,0,0,41.598,27.47,24.31,0,0,0,18.047,0,0,0,0,0
"576","3",2014-04-15,1,7,0,0,0.0612412373048448,922.489999055863,0,0,80.423,215.337,553.987,0,0,0,58.976,0,0,12.082,0,0
"577","3",2014-04-15,2,7,0,1,0.256533626197362,1022.18000006676,2,0,25.983,1021.256,482.575,0,0,6.025,15.043,0,0,0,0,0
"578","3",2014-04-15,3,8,1,1,0.174242424242424,722.605000257492,2,0,133.838,170.273,404.829,0,0,0,12.092,0,0,0,0,0
"579","3",2014-04-15,4,8,0,1,0.254805370424032,571.614999055862,0,0,3.068,552.418,10.353,0,0,0,5.069,0,0,0,0,0
"580","3",2014-04-15,5,8,0,1,0.025893618087933,725.894999742508,2,0,483.188,286.018,398.298,0,0,0,9.055,0,0,0,0,0
"581","3",2014-04-16,1,8,1,1,0.081899763940908,1419.08299994469,0,0,12.671,355.853,1136.327,0,0,0,0,0,0,38.228,0,0
"582","3",2014-04-16,2,8,1,1,0.176725327812285,546.241999626159,1,0,43.256,189.62,36.615,18.113,0,0,107.647,0,0,0,0,0
"583","3",2014-04-16,3,8,1,1,0.155212709449997,1155.50700044632,0,0,14.086,156.61,1076.626,0,0,33.186,23.378,0,0,0,0,0
"584","3",2014-04-16,4,NA,NA,NA,0.205847953216374,549.207999944687,0,0,124.051,138.33,261.105,0,0,0,24.035,0,0,0,0,0
"585","3",2014-04-16,5,8,0.5,1,0.0527603074772886,1664.52700018882,1,0,50.175,613.888,970.391,0,0,0,20.32,0,0,0,7.662,0
"586","3",2014-04-17,1,8,0,1,0.121960003973486,2921.69499921799,5,2,557.93,1191.945,1303.805,0,0,0,0,0,0,104.386,0,0
"587","3",2014-04-17,2,7,1,1,0.218578559487651,288.927999734879,0,0,16.096,241.074,22.585,0,0,0,8.045,0,0,0,0,0
"588","3",2014-04-17,3,NA,NA,NA,0.119077134986226,1863.32200098038,1,0,1331.663,302.767,203.844,0,0,0,23.18,0,0,0,0,0
"589","3",2014-04-17,4,7,0,1,0.359511240393593,1272.02899932861,0,0,327.148,466.574,474.988,141.124,0,0,120.561,0,0,0,0,0
"590","3",2014-04-17,5,7,0,0,0.102756892230576,381.851000308991,1,0,18.596,200,82.266,31.452,0,0,15.31,0,0,0,31.331,0
"591","3",2014-04-18,1,NA,NA,NA,0.00341530054644808,616.730000257492,0,0,0,8.029,577.864,0,0,0,8.093,0,0,15.168,0,0
"592","3",2014-04-18,2,7,0,1,0.0798181006584087,101.402000188828,0,0,0,279.985,10.846,0,0,0,19.893,0,0,0,0,0
"593","3",2014-04-18,3,7,0,1,0.0175438596491228,218.34800028801,1,0,136.277,23.819,5.77,0,0,183.844,0,0,0,0,0,0
"594","3",2014-04-18,4,8,0,1,0.273465395248297,694.986000061035,1,0,22.452,114.498,543.23,0,0,0,13.849,0,0,0,0,0
"595","3",2014-04-18,5,8,0,1,0.0456302332805941,2900.95200037956,1,0,1157.776,425.708,2239.184,0,0,0,5.447,0,0,0,7.954,0
"596","3",2014-04-19,1,7,0,0,0.0698484067619515,934.058000326157,0,0,0,655.26,243.245,0,0,0,7.052,0,26.617,0,0,0
"597","3",2014-04-19,2,8,1,1,0.380888592662293,454.205999851226,4,1,100.337,290.827,6.481,0,0,0,10.239,0,69.034,0,0,0
"598","3",2014-04-19,3,8,1,1,0.299808330347598,38.4679999351502,0,0,3.042,8.983,9.212,0,0,0,17.089,0,0,0,0,0
"599","3",2014-04-19,4,8,1,1,0.528678747921933,89.7940001487731,0,0,14.245,56.107,10.004,0,0,0,8.078,0,0,0,0,0
"600","3",2014-04-19,5,8,0,1,0.210402252068919,359.335000276565,0,0,0,341.774,6.32,0,0,0,11.036,0,0,0,0,0
"601","3",2014-04-20,1,NA,NA,NA,0.0649374254129765,1443.65900039673,0,0,0,547.264,858.646,0,0,0,25.13,0,10.253,0,0,0
"602","3",2014-04-20,2,8,0,1,0.224783228044097,824.14899969101,3,2,266.66,146.123,504.879,0,0,0,7.049,0,0,0,0,0
"603","3",2014-04-20,3,8,1,2,0.226624568183556,161.186000347138,0,0,0,131.109,17.284,0,0,0,10.718,0,0,0,0,0
"604","3",2014-04-20,4,NA,NA,NA,0.360659458549997,714.800999403,0,0,174.712,70.188,235.215,0,0,0,6.214,0,0,225.16,0,0
"605","3",2014-04-20,5,6,0,0,0.157102502017756,508.340999603272,0,0,48.3,69.682,121.622,0,0,0,0,0,0,0,0,0
"606","3",2014-04-21,1,NA,NA,NA,0,2470.51600003243,0,0,0,0,2183.092,0,0,0,284.269,0,0,0,0,0
"607","3",2014-04-21,2,7,0,1,0.0260369815092454,1713.73900008202,3,0,723.06,0,460.289,0,0,0,10.417,0,0,0,0,0
"608","3",2014-04-21,3,7,0,1,0.0116454930429522,765.579999685287,0,0,0,0,584.947,23.194,0,0,7.051,0,156.966,0,0,0
"609","3",2014-04-21,4,8,0,1,0.0173189383715699,335.267000198364,0,0,0,73.994,240.253,0,0,0,1371.977,0,0,0,5.461,0
"610","3",2014-04-21,5,8,1,1,0.0243333333333333,137.884000062943,0,0,0,0,130.228,0,0,0,7.583,0,0,0,0,0
"611","3",2014-04-22,1,7,0,1,0.0583703563132838,546.401999950409,0,0,14.082,11.215,479.636,0,0,0,18.079,0,0,23.108,0,0
"612","3",2014-04-22,2,8,1,1,0.125046664701837,356.953000307083,0,0,48.834,228.577,32.801,0,0,5.016,39.139,0,0,0,0,0
"613","3",2014-04-22,3,8,0,1,0.0883481808023756,818.9390001297,0,0,0,108.094,704.872,0,0,0,5.207,0,0,0,0,0
"614","3",2014-04-22,4,7,0,1,0.250635311595903,433.868999958039,0,0,63.178,1229.744,47.243,0,0,0,11.066,0,0,0,0,0
"615","3",2014-04-22,5,8,1,0,0.0453333333333333,1337.22799992561,0,0,0,228.872,1077.833,0,0,34.532,0,0,0,0,0,0
"616","3",2014-04-23,1,6,0,0,0.0984851378567956,1271.06300067902,0,0,36.588,110.703,918.535,159.123,0,0,16.13,0,0,24.156,0,0
"617","3",2014-04-23,2,7,1,1,0.0767676767676768,690.12199997902,0,1,10.105,539.382,124.8,0,0,0,16.192,0,0,0,0,0
"618","3",2014-04-23,3,7,1,1,0.0416666666666667,114.020999670029,0,0,57.973,33.691,8.516,0,0,0,12.146,0,0,0,0,0
"619","3",2014-04-23,4,7,1,1,0.274104683195592,1005.36199951172,0,0,40.708,269.485,685.061,0,0,0,7.04,0,0,0,0,0
"620","3",2014-04-23,5,8,0,1,0.176638176638177,1191.8599998951,0,0,0,526.301,656.83,0,0,0,7.019,0,0,0,0,0
"621","3",2014-04-24,1,7,-1,1,0.0665975311272366,1157.53700017929,0,0,0,392.467,704.775,52.354,0,0,10.177,0,0,17.439,0,0
"622","3",2014-04-24,2,8,-1,1,0.145098039215686,473.517999410629,0,0,12.212,411.777,27.239,0,0,0,20.945,0,0,0,0,0
"623","3",2014-04-24,3,7,-1,1,0.168273645546373,2101.97100067139,0,0,92.377,1090.609,554.325,0,0,0,110.773,0,0,0,0,0
"624","3",2014-04-24,4,NA,NA,NA,0.228625235404896,490.105999946594,0,0,11.086,433.612,287.65,0,0,0,8.07,0,0,0,0,0
"625","3",2014-04-24,5,7.5,1,1,0.0396216932126445,670.47200012207,0,0,0,486.676,174.118,0,0,0,9.049,0,0,0,0,0
"626","3",2014-04-25,1,7,0,1,0.167461632705402,3070.35599994659,0,0,21.076,806.061,2116.994,13.049,0,0,10.245,0,0,54.501,0,0
"627","3",2014-04-25,2,NA,NA,NA,0.173725899617191,1003.23100018501,0,0,9.518,273.936,1299.264,30.254,0,178.498,8.073,0,0,0,0,0
"628","3",2014-04-25,3,8,-1,1,0.125,760.132999658584,0,0,0,337.64,395.21,0,0,0,15.123,0,0,0,10.174,0
"629","3",2014-04-25,4,NA,NA,NA,0.309558534157465,496.645999908447,0,0,11.53,392.64,72.235,0,0,0,16.127,0,0,0,0,0
"630","3",2014-04-25,5,7.5,-1.5,1,0.0225988700564972,6142.18299984932,0,0,0,6121.699,12.002,0,0,0,8.056,0,0,0,0,0
"631","3",2014-04-26,1,NA,NA,NA,0.0306267806267807,1560.09500026703,0,2,51.328,527.998,1398.847,0,0,0,19.809,0,0,0,0,0
"632","3",2014-04-26,2,7.5,-1.5,1,0.0378100423472474,767.422999858856,0,0,290.678,55.429,408.957,0,0,0,11.111,0,0,0,0,0
"633","3",2014-04-26,3,7,1,1,0.512441643323996,370.055000066757,4,2,32.464,3.015,318.542,0,0,0,15.027,0,0,0,0,0
"634","3",2014-04-26,4,NA,NA,NA,0.398397955673497,133.49799990654,0,1,68.821,0,26.977,0,0,0,35.908,0,0,0,0,0
"635","3",2014-04-26,5,8,1,1,0.630592349934324,49.1539995670319,0,0,0,0,20.955,0,0,0,8.191,19.455,0,0,0,0
"636","3",2014-04-27,1,NA,NA,NA,0.0441123188405797,1459.53499937057,0,0,0,0,4304.654,0,0,0,1151.81,0,380.834,56.35,0,0
"637","3",2014-04-27,2,8,-1.5,1,0.00627097685921215,1141.09799981118,0,0,0,0,561.924,0,0,0,20.191,0,0,0,0,0
"638","3",2014-04-27,3,8,-2,1,0.0748973693150083,283.794000148773,0,0,0,159.497,565.851,0,0,0,1197.621,0,0,0,0,0
"639","3",2014-04-27,4,7,-1,1,0.224225226879201,2272.11999964714,0,0,8.94,712.602,1871.326,0,0,0,13.075,0,160.098,0,0,0
"640","3",2014-04-27,5,7,-1,1,0.0425737256554539,134.390000104904,0,0,0,4.124,78.266,0,0,0,51.587,0,0,0,0,0
"641","3",2014-04-28,1,7,-2,1,0.0441148775894539,750.362000465393,0,0,37.665,214.891,450.761,12.052,0,0,16.218,0,0,16.492,7.097,0
"642","3",2014-04-28,2,7,0,1,0.166752905524123,541.863000154495,0,0,16.095,280.127,1974.545,0,0,0,0,0,0,0,0,0
"643","3",2014-04-28,3,6,-2,1,0.0884297520661157,816.905999898911,0,0,0,1617.346,540.822,0,0,0,12.366,0,0,0,6.141,0
"644","3",2014-04-28,4,8,-1,1,0.217791551882461,305.420999765396,0,0,31.291,237.365,32.923,0,0,0,10.086,7.876,0,0,0,0
"645","3",2014-04-28,5,7,-2,1,0.0115942028985507,950.667999744415,1,0,33.158,502.461,498.471,16.065,0,0,9.05,0,0,0,0,0
"646","3",2014-04-29,1,7,-1,1,0.0752133153536897,1020.24600052834,0,0,0,463.069,60.14,466.445,0,0,13.684,0,0,13.057,0,0
"647","3",2014-04-29,2,8,-1,1,0.191289451461505,602.270999193192,0,0,20.779,517.71,46.296,0,0,0,15.276,0,0,0,0,0
"648","3",2014-04-29,3,7,1,1,0.295384017031032,478.707999706269,0,0,0,374.81,77.908,13.049,0,0,11.158,0,0,0,0,0
"649","3",2014-04-29,4,NA,NA,NA,0.153216374269006,833.123999357224,0,0,0,353.35,300.583,0,0,0,12.158,0,0,0,0,0
"650","3",2014-04-29,5,7,-1,1,0.0088236816229364,735.565999984741,0,0,0,83.674,522.396,0,0,6.506,14.373,0,0,0,0,0
"651","3",2014-04-30,1,7,-1,1,0.0458498023715415,770.81200003624,0,0,0,52.22,655.378,0,0,0,19.196,0,0,41.5,0,0
"652","3",2014-04-30,2,7,-1,1,0.0884207240948815,687.328000068664,0,0,0,185.952,499.998,0,0,0,0,0,0,0,0,0
"653","3",2014-04-30,3,7,-1,1,0.128280152640766,253.179000139236,0,0,0,992.731,12.682,0,0,0,6.044,0,0,0,10.203,0
"654","3",2014-04-30,4,7,-2,1,0.212078022131951,1439.70699930191,0,0,35.36,100.777,588.776,0,0,0,58.959,0,0,0,0,0
"655","3",2014-04-30,5,7,-1,1,0.105359818278479,946.946999549865,0,0,155.728,532.015,249.86,0,0,0,1.008,0,0,0,6.067,0
"656","3",2014-05-01,1,7,-2,1,0.103982394801025,1543.71100020409,0,0,1758.104,247.151,1273.464,0,0,0,22.158,0,112.24,0,12.198,0
"657","3",2014-05-01,2,7,1,1,0.071969696969697,211.669999599456,0,0,13.342,205.045,517.234,0,0,0,27.672,0,0,0,0,0
"658","3",2014-05-01,3,7,-2,1,0.0926938381483835,249.940000772476,1,0,33.567,196.243,23.006,0,0,0,21.257,0,0,0,0,0
"659","3",2014-05-01,4,8,-1,1,0.304838709677419,1667.0659995079,0,0,19.364,407.279,1177.563,0,0,61.166,0,0,0,0,0,0
"660","3",2014-05-01,5,7,0,1,0.205678852737676,72.5729999542236,0,0,0,27.408,35.384,0,0,0,9.04,0,0,0,0,0
"661","3",2014-05-02,1,7,-1,1,0.119952543164158,1141.31900048256,0,0,6.729,227.342,873.543,0,0,0,24.112,0,0,0,8.279,0
"662","3",2014-05-02,2,8,-1,2,0.140815648293216,324.374000549316,0,0,0,218.271,74.059,18.108,0,0,0,0,0,0,12.332,0
"663","3",2014-05-02,3,8,-1,2,0.14588122605364,812.011999845504,0,0,0,99.611,685.313,0,0,0,17.387,0,0,0,8.291,0
